cluster id	cluster members	disease_id	disease label	mica	mondo subclasses	clusters
395	5	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0008738|MONDO:0009132|MONDO:0010833|MONDO:0010834|MONDO:0011479
446	1	MONDO:0008739	agenesis of cerebral white matter	17.0075529346	0	MONDO:0008739
2043	2	MONDO:0019042	multiple congenital anomalies/dysmorphic syndrome	2.9732053146	937	MONDO:0008740|MONDO:0009425
881	2	MONDO:0015846	syndromic uterovaginal malformation	9.4625885018	13	MONDO:0008741|MONDO:0012164
579	4	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0008743|MONDO:0009127|MONDO:0009617|MONDO:0010158
736	6	MONDO:0020275	oculocutaneous or ocular albinism	8.1913692532	40	MONDO:0008745|MONDO:0008746|MONDO:0011683|MONDO:0011749|MONDO:0018910|MONDO:0021019
1038	2	MONDO:0001220	hypoparathyroidism	7.8718436485	36	MONDO:0008749|MONDO:0018242
532	2	MONDO:0020009	rare neurologic disease	0.8949047197	6347	MONDO:0008752|MONDO:0015269
2586	2	MONDO:0019287	ectodermal dysplasia syndrome	5.3012727758	198	MONDO:0008754|MONDO:0009146
2134	3	MONDO:0019043	rare genetic skin disease	3.0750844043	1107	MONDO:0008755|MONDO:0008756|MONDO:0009325
468	3	MONDO:0019052	inborn errors of metabolism	2.4665470957	1810	MONDO:0008758|MONDO:0009393|MONDO:0009610
550	5	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0008759|MONDO:0009908|MONDO:0013156|MONDO:0013548|MONDO:0013580
459	3	MONDO:0019052	inborn errors of metabolism	2.4665470957	1810	MONDO:0008760|MONDO:0013661|MONDO:0014490
950	4	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0008761|MONDO:0008989|MONDO:0009941|MONDO:0015231
2220	2	MONDO:0020240	syndromic retinitis pigmentosa	5.5368940606	90	MONDO:0008763|MONDO:0009983
17	2	MONDO:0018998	Leber congenital amaurosis	8.9307373376	18	MONDO:0008764|MONDO:0008765
334	6	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0008767|MONDO:0009829|MONDO:0012188|MONDO:0012588|MONDO:0012721|MONDO:0013866
302	3	MONDO:0015674	late infantile neuronal ceroid lipofuscinosis	8.4997582944	7	MONDO:0008769|MONDO:0010830|MONDO:0015674
1799	2	MONDO:0021198	rare genetic disease	0.53327265	9577	MONDO:0008771|MONDO:0008897
1000	3	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0008773|MONDO:0013247|MONDO:0024525
554	2	MONDO:0017351	inborn disorder of lysine and hydroxylysine metabolism	13.100662339	5	MONDO:0008774|MONDO:0009388
18	2	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0008776|MONDO:0010063
195	6	MONDO:0024257	genetic motor neuron disease	7.1441409757	103	MONDO:0008780|MONDO:0011223|MONDO:0011663|MONDO:0012708|MONDO:0013715|MONDO:0017593
1237	2	MONDO:0017773	hypoalphalipoproteinemia	11.5563418228	5	MONDO:0008783|MONDO:0011393
1451	2	MONDO:0002280	anemia (disease)	5.5023616546	293	MONDO:0008785|MONDO:0016491
1429	10	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0008786|MONDO:0010721|MONDO:0011381|MONDO:0013511|MONDO:0013512|MONDO:0014564|MONDO:0016488|MONDO:0016490|MONDO:0017409|MONDO:0018749
621	2	MONDO:0017059	neural tube closure defect	9.9414637442	39	MONDO:0008791|MONDO:0010525
1697	2	MONDO:0024255	genetic skin disease	3.0666887956	1156	MONDO:0008794|MONDO:0015024
299	3	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0008795|MONDO:0008839|MONDO:0010612
2084	3	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0008796|MONDO:0009961|MONDO:0017770
1658	5	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0008798|MONDO:0013368|MONDO:0013592|MONDO:0013973|MONDO:0015553
2613	2	MONDO:0015218	syndromic developmental defect of the eye	4.3015426452	230	MONDO:0008799|MONDO:0010568
2037	5	MONDO:0019755	developmental defect during embryogenesis	1.2273464034	4904	MONDO:0008800|MONDO:0008995|MONDO:0009028|MONDO:0010711|MONDO:0016004
2281	2	MONDO:0018455	dysostosis of genetic origin with limb anomaly as a major feature	4.3495088535	494	MONDO:0008806|MONDO:0017983
1017	1	MONDO:0008807	apnea, central sleep	15.4225904339	0	MONDO:0008807
2408	2	MONDO:0019294	mixed dermis disorder	8.0475510025	25	MONDO:0008808|MONDO:0010988
208	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0008809|MONDO:0009259
633	8	MONDO:0020009	rare neurologic disease	0.8949047197	6347	MONDO:0008813|MONDO:0010569|MONDO:0010873|MONDO:0013491|MONDO:0013785|MONDO:0014085|MONDO:0024555|MONDO:0030913
718	3	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0008814|MONDO:0009358|MONDO:0010298
473	4	MONDO:0019217	inborn disorder of urea cycle metabolism and ammonia detoxification	10.6766360565	16	MONDO:0008815|MONDO:0008988|MONDO:0009376|MONDO:0010703
1097	2	MONDO:0018870	arterial calcification of infancy	13.0533566242	2	MONDO:0008817|MONDO:0013768
771	3	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0008819|MONDO:0009055|MONDO:0009458
438	1	MONDO:0008820	arthrogryposis, distal, with hypopituitarism, mental retardation, and facial anomalies	15.4225904339	0	MONDO:0008820
536	2	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0008821|MONDO:0010115
493	3	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0008822|MONDO:0008868|MONDO:0013255
1419	2	MONDO:0021198	rare genetic disease	0.53327265	9577	MONDO:0008823|MONDO:0009230
2341	2	MONDO:0006025	autosomal recessive disease	3.4687880582	764	MONDO:0008828|MONDO:0010072
2598	3	MONDO:0019706	lysosomal storage disease with skeletal involvement	7.3974508716	43	MONDO:0008830|MONDO:0009561|MONDO:0018937
2570	5	MONDO:0018770	Jeune syndrome	8.4958002808	22	MONDO:0008831|MONDO:0013569|MONDO:0014214|MONDO:0014287|MONDO:0018770
1109	3	MONDO:0018677	visceral heterotaxy	10.5116979077	14	MONDO:0008832|MONDO:0011546|MONDO:0014967
1188	3	MONDO:0024505	disorder of anatomical region	0.8522158572	7686	MONDO:0008833|MONDO:0033004|MONDO:0044327
1518	3	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0008834|MONDO:0009187|MONDO:0010940
1493	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0008835|MONDO:0014414
1768	1	MONDO:0008837	ataxia, deafness, and cardiomyopathy	16.2001980126	0	MONDO:0008837
664	2	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0008838|MONDO:0014733
1425	2	MONDO:0008840	ataxia telangiectasia	11.0131994978	1	MONDO:0008840|MONDO:0008841
221	3	MONDO:0020142	metabolic disease with dementia	5.1559990762	130	MONDO:0008842|MONDO:0010188|MONDO:0011623
1233	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0008846|MONDO:0009834
519	2	MONDO:0008852	congenital central hypoventilation syndrome	13.2261932211	1	MONDO:0008852|MONDO:0020493
2219	3	MONDO:0015890	rare disorder with congenital hypogonadotropic hypogonadism	6.2665073576	54	MONDO:0008854|MONDO:0009514|MONDO:0015229
1485	6	MONDO:0015138	rare genetic primary immunodeficiency	5.0245593599	432	MONDO:0008855|MONDO:0008905|MONDO:0010315|MONDO:0010938|MONDO:0012295|MONDO:0014760
1507	1	MONDO:0008856	immunodeficiency 27A	15.4225904339	1	MONDO:0008856
885	1	MONDO:0008857	Beemer-Ertbruggen syndrome	14.6152355118	0	MONDO:0008857
301	6	MONDO:0019117	genetic nervous system disorder	1.0944414681	5213	MONDO:0008858|MONDO:0011738|MONDO:0013165|MONDO:0013990|MONDO:0014209|MONDO:0014724
1229	3	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0008859|MONDO:0008956|MONDO:0013408
469	3	MONDO:0000688	inherited organic acidemia	7.0424901779	104	MONDO:0008861|MONDO:0008862|MONDO:0009563
1312	4	MONDO:0021195	disease disrupting biological or physiological process	0.153798698	14140	MONDO:0008863|MONDO:0013016|MONDO:0014306|MONDO:0018304
2472	2	MONDO:0019342	Seckel syndrome	9.2644015405	12	MONDO:0008869|MONDO:0013443
1944	2	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0008870|MONDO:0012669
2038	4	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0008871|MONDO:0010010|MONDO:0011263|MONDO:0016994
2473	3	MONDO:0002254	syndromic disease	1.2777928031	4214	MONDO:0008873|MONDO:0009001|MONDO:0010667
2148	2	MONDO:0021198	rare genetic disease	0.53327265	9577	MONDO:0008874|MONDO:0009581
1972	3	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0008875|MONDO:0011654|MONDO:0012613
1392	2	MONDO:0015707	DNA repair defect other than combined T-cell and B-cell immunodeficiencies	9.428236997	12	MONDO:0008876|MONDO:0009623
2626	2	MONDO:0018230	primary bone dysplasia	4.1954759312	627	MONDO:0008878|MONDO:0009595
2202	5	MONDO:0015983	rare genetic syndromic intellectual disability	2.696177118	1137	MONDO:0008879|MONDO:0009794|MONDO:0010176|MONDO:0010890|MONDO:0011365
2230	4	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0008880|MONDO:0010672|MONDO:0014857|MONDO:0024552
2286	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0008883|MONDO:0014798
2003	3	MONDO:0015159	multiple congenital anomalies/dysmorphic syndrome-intellectual disability	3.9983803959	512	MONDO:0008885|MONDO:0010728|MONDO:0014700
1526	2	MONDO:0018956	idiopathic bronchiectasis	13.548121316	3	MONDO:0008887|MONDO:0013087
1347	2	MONDO:0021200	rare disease	0.1406272128	13538	MONDO:0008889|MONDO:0016036
172	2	MONDO:0016114	bulbospinal muscular atrophy of childhood	10.9468570029	5	MONDO:0008890|MONDO:0024537
1252	5	MONDO:0017290	familial intrahepatic cholestasis	8.2813347753	25	MONDO:0008892|MONDO:0009339|MONDO:0011156|MONDO:0011906|MONDO:0013439
1955	2	MONDO:0019268	rare epidermal disease	5.3224756696	368	MONDO:0008894|MONDO:0009177
2607	1	MONDO:0008895	hereditary arterial and articular multiple calcification syndrome	15.3071132165	0	MONDO:0008895
2563	2	MONDO:0018230	primary bone dysplasia	4.1954759312	627	MONDO:0008896|MONDO:0016357
2475	4	MONDO:0019755	developmental defect during embryogenesis	1.2273464034	4904	MONDO:0008898|MONDO:0010275|MONDO:0012495|MONDO:0014748
2017	3	MONDO:0019042	multiple congenital anomalies/dysmorphic syndrome	2.9732053146	937	MONDO:0008899|MONDO:0008929|MONDO:0017682
2340	1	MONDO:0008900	camptodactyly with fibrous tissue hyperplasia and skeletal dysplasia	15.6856248397	0	MONDO:0008900
2322	2	MONDO:0021200	rare disease	0.1406272128	13538	MONDO:0008901|MONDO:0019076
480	2	MONDO:0015286	congenital disorder of glycosylation	5.2351352558	182	MONDO:0008907|MONDO:0015286
1934	2	MONDO:0015983	rare genetic syndromic intellectual disability	2.696177118	1137	MONDO:0008908|MONDO:0014529
1633	2	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0008909|MONDO:0010889
886	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0008913|MONDO:0044321
2616	1	MONDO:0008915	dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome	13.3928430905	0	MONDO:0008915
90	3	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0008916|MONDO:0009708|MONDO:0012286
2625	2	MONDO:0019755	developmental defect during embryogenesis	1.2273464034	4904	MONDO:0008917|MONDO:0009593
528	3	MONDO:0019052	inborn errors of metabolism	2.4665470957	1810	MONDO:0008918|MONDO:0009251|MONDO:0012392
1040	5	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0008921|MONDO:0009059|MONDO:0009285|MONDO:0009345|MONDO:0009922
92	2	MONDO:0020231	cardiac disease with cataract	11.9200900934	2	MONDO:0008922|MONDO:0014175
2314	2	MONDO:0017669	disease with diffuse palmoplantar keratoderma as a major feature	8.5257535029	41	MONDO:0008923|MONDO:0018853
2109	7	MONDO:0016073	syndromic microphthalmia	7.3974508716	33	MONDO:0008926|MONDO:0010822|MONDO:0012553|MONDO:0013638|MONDO:0013641|MONDO:0014296|MONDO:0016649
1745	3	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0008928|MONDO:0009407|MONDO:0010732
1068	2	MONDO:0004335	gastrointestinal system disease	2.733575262	1710	MONDO:0008930|MONDO:0011905
1243	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0008933|MONDO:0010504
1720	1	MONDO:0008934	cerebellar ataxia-ectodermal dysplasia syndrome	14.1495719395	0	MONDO:0008934
717	2	MONDO:0019117	genetic nervous system disorder	1.0944414681	5213	MONDO:0008935|MONDO:0011380
222	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0008936|MONDO:0010479
252	3	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0008937|MONDO:0009851|MONDO:0012073
220	5	MONDO:0022687	cerebellar degeneration	4.5295417634	219	MONDO:0008938|MONDO:0010041|MONDO:0010547|MONDO:0011834|MONDO:0014867
307	6	MONDO:0019117	genetic nervous system disorder	1.0944414681	5213	MONDO:0008939|MONDO:0010656|MONDO:0012125|MONDO:0013058|MONDO:0014273|MONDO:0014862
588	3	MONDO:0019117	genetic nervous system disorder	1.0944414681	5213	MONDO:0008940|MONDO:0014170|MONDO:0014593
641	2	MONDO:0019741	familial cystic renal disease	6.0991603138	67	MONDO:0008941|MONDO:0012257
759	2	MONDO:0020139	early-onset ataxia with dementia	5.0169171016	135	MONDO:0008943|MONDO:0014399
642	7	MONDO:0018772	Joubert syndrome	6.9917894472	31	MONDO:0008944|MONDO:0011963|MONDO:0012078|MONDO:0012432|MONDO:0012539|MONDO:0012694|MONDO:0014288
566	3	MONDO:0020143	cerebral lipidosis with dementia	7.0475510025	37	MONDO:0008948|MONDO:0009757|MONDO:0011873
1045	5	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0008950|MONDO:0009753|MONDO:0010151|MONDO:0010599|MONDO:0010943
259	3	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0008951|MONDO:0017640|MONDO:0018321
2024	6	MONDO:0002254	syndromic disease	1.2777928031	4214	MONDO:0008952|MONDO:0010570|MONDO:0011213|MONDO:0011510|MONDO:0017920|MONDO:0019164
2169	4	MONDO:0019609	Zellweger syndrome	7.8407621839	14	MONDO:0008953|MONDO:0008954|MONDO:0013932|MONDO:0019609
2478	3	MONDO:0015983	rare genetic syndromic intellectual disability	2.696177118	1137	MONDO:0008955|MONDO:0012554|MONDO:0018633
1775	4	MONDO:0019117	genetic nervous system disorder	1.0944414681	5213	MONDO:0008960|MONDO:0010326|MONDO:0013215|MONDO:0014649
738	2	MONDO:0020270	pigmentation disorder with eye involvement	7.5297946682	52	MONDO:0008962|MONDO:0009742
1378	4	MONDO:0019117	genetic nervous system disorder	1.0944414681	5213	MONDO:0008963|MONDO:0011872|MONDO:0018133|MONDO:0018306
1259	4	MONDO:0015507	rare genetic hepatic disease	5.2236338891	186	MONDO:0008966|MONDO:0009379|MONDO:0009380|MONDO:0013276
1253	3	MONDO:0015615	rare genetic gastroenterological disease	3.7997759697	573	MONDO:0008967|MONDO:0014884|MONDO:0014943
187	1	MONDO:0008968	cholestasis with gallstone, ataxia, and visual disturbance	15.548121316	0	MONDO:0008968
1555	5	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0008969|MONDO:0009887|MONDO:0009929|MONDO:0012582|MONDO:0024465
2511	4	MONDO:0019701	chondrodysplasia punctata	8.8641697206	17	MONDO:0008972|MONDO:0010556|MONDO:0015775|MONDO:0015776
1196	3	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0008976|MONDO:0013536|MONDO:0015044
713	2	MONDO:0005560	brain disease	1.7544902984	3071	MONDO:0008980|MONDO:0013391
419	5	MONDO:0015982	rare genetic intellectual disability	2.6535274413	1272	MONDO:0008981|MONDO:0010375|MONDO:0013706|MONDO:0014815|MONDO:0019429
1472	7	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0008984|MONDO:0009462|MONDO:0009534|MONDO:0009536|MONDO:0009540|MONDO:0009755|MONDO:0010713
1552	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0008986|MONDO:0012089
2559	1	MONDO:0008993	cleft palate-stapes fixation-oligodontia syndrome	14.8376279332	0	MONDO:0008993
640	5	MONDO:0015369	Joubert syndrome and related disorders	6.836376137	37	MONDO:0008996|MONDO:0009480|MONDO:0012308|MONDO:0016364|MONDO:0018772
15	4	MONDO:0018852	achromatopsia	11.1188096857	6	MONDO:0009003|MONDO:0009875|MONDO:0010563|MONDO:0013465
1516	2	MONDO:0005046	immune system disease	3.4533538263	1617	MONDO:0009005|MONDO:0012369
1510	3	MONDO:0020008	rare immune disease	3.5595657237	1080	MONDO:0009006|MONDO:0013721|MONDO:0016030
2392	2	MONDO:0019755	developmental defect during embryogenesis	1.2273464034	4904	MONDO:0009008|MONDO:0016581
1841	2	MONDO:0021198	rare genetic disease	0.53327265	9577	MONDO:0009009|MONDO:0019946
1812	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0009011|MONDO:0011052
2121	4	MONDO:0021198	rare genetic disease	0.53327265	9577	MONDO:0009012|MONDO:0010532|MONDO:0015741|MONDO:0015794
291	7	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0009013|MONDO:0012614|MONDO:0014607|MONDO:0014633|MONDO:0014895|MONDO:0018097|MONDO:0019448
10	6	MONDO:0020004	rare eye disease	1.9394674576	2132	MONDO:0009020|MONDO:0010567|MONDO:0011311|MONDO:0011599|MONDO:0016205|MONDO:0019783
2013	4	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0009021|MONDO:0011432|MONDO:0016655|MONDO:0017013
1941	3	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0009022|MONDO:0010883|MONDO:0024464
1977	3	MONDO:0015159	multiple congenital anomalies/dysmorphic syndrome-intellectual disability	3.9983803959	512	MONDO:0009024|MONDO:0014298|MONDO:0014379
178	3	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0009030|MONDO:0009687|MONDO:0009784
2449	4	MONDO:0000833	bone remodeling disease	7.6867523857	93	MONDO:0009031|MONDO:0009395|MONDO:0015465|MONDO:0021021
1704	4	MONDO:0009032	cranioectodermal dysplasia	9.6677029317	5	MONDO:0009032|MONDO:0013323|MONDO:0013573|MONDO:0021093
2201	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0009036|MONDO:0014948
2004	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0009038|MONDO:0011736
2382	4	MONDO:0018457	rare genetic bone development disorder	3.9183921471	663	MONDO:0009039|MONDO:0010009|MONDO:0010121|MONDO:0014987
2014	3	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0009040|MONDO:0010353|MONDO:0015751
2414	1	MONDO:0009041	craniosynostosis-mental retardation-clefting syndrome	15.2001980126	0	MONDO:0009041
2154	1	MONDO:0009043	generalized resistance to thyroid hormone	10.8782699177	7	MONDO:0009043
389	2	MONDO:0019052	inborn errors of metabolism	2.4665470957	1810	MONDO:0009044|MONDO:0015454
699	3	MONDO:0021198	rare genetic disease	0.53327265	9577	MONDO:0009045|MONDO:0011152|MONDO:0011422
913	4	MONDO:0043005	genetic multiple congenital anomalies/dysmorphic syndrome	3.2183249778	711	MONDO:0009046|MONDO:0009901|MONDO:0010408|MONDO:0014894
967	3	MONDO:0020529	ACTH-independent Cushing syndrome	10.2898765115	8	MONDO:0009049|MONDO:0012505|MONDO:0012509
970	5	MONDO:0018912	Cushing syndrome	8.8388808165	25	MONDO:0009050|MONDO:0018912|MONDO:0020527|MONDO:0020528|MONDO:0020529
1648	2	MONDO:0015187	rare inflammatory bowel disease	8.7871746069	20	MONDO:0009051|MONDO:0013693
2369	2	MONDO:0019572	autosomal recessive cutis laxa type 1	11.4376973263	2	MONDO:0009052|MONDO:0013754
2498	3	MONDO:0017355	disorder of proline metabolism	8.8103362415	13	MONDO:0009054|MONDO:0010208|MONDO:0017569
431	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0009056|MONDO:0010573
1231	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0009057|MONDO:0013282
1525	3	MONDO:0015118	rare pulmonary disease	6.1716998982	254	MONDO:0009061|MONDO:0010220|MONDO:0014378
2232	1	MONDO:0009062	cystic fibrosis-gastritis-megaloblastic anemia syndrome	13.8376279332	0	MONDO:0009062
838	3	MONDO:0016239	cystinosis	11.6588247804	5	MONDO:0009065|MONDO:0016239|MONDO:0018467
837	2	MONDO:0019743	nephropathy secondary to a storage or other metabolic disease	6.7049140108	76	MONDO:0009066|MONDO:0009823
503	3	MONDO:0016387	mitochondrial oxidative phosphorylation disorder	5.4831336531	209	MONDO:0009068|MONDO:0013307|MONDO:0018576
647	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0009069|MONDO:0014553
552	2	MONDO:0019052	inborn errors of metabolism	2.4665470957	1810	MONDO:0009070|MONDO:0010657
907	2	MONDO:0019078	Ritscher-Schinzel syndrome	11.6412307204	2	MONDO:0009073|MONDO:0019078
2108	3	MONDO:0020022	central nervous system malformation	3.5319778137	719	MONDO:0009074|MONDO:0010224|MONDO:0014966
2095	3	MONDO:0002254	syndromic disease	1.2777928031	4214	MONDO:0009079|MONDO:0013635|MONDO:0013659
2587	1	MONDO:0009080	split hand-foot malformation 1 with sensorineural hearing loss	13.100662339	0	MONDO:0009080
1763	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0009081|MONDO:0016159
1764	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0009085|MONDO:0010895
500	2	MONDO:0024417	perceptual disorders	1.7598015422	2991	MONDO:0009086|MONDO:0009959
1754	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0009088|MONDO:0017100
1770	3	MONDO:0021199	disease affecting anatomical system	0.0640651401	17630	MONDO:0009089|MONDO:0011571|MONDO:0014102
958	3	MONDO:0013099	combined pituitary hormone deficiencies, genetic form	8.5077070475	19	MONDO:0009091|MONDO:0010252|MONDO:0010712
282	6	MONDO:0019117	genetic nervous system disorder	1.0944414681	5213	MONDO:0009092|MONDO:0009366|MONDO:0009897|MONDO:0010829|MONDO:0011487|MONDO:0014717
1919	2	MONDO:0019117	genetic nervous system disorder	1.0944414681	5213	MONDO:0009093|MONDO:0019422
2485	3	MONDO:0021195	disease disrupting biological or physiological process	0.153798698	14140	MONDO:0009094|MONDO:0009809|MONDO:0010201
2301	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0009095|MONDO:0019941
2052	1	MONDO:0009098	dextrocardia with unusual facies and microphthalmia	15.100662339	0	MONDO:0009098
2045	2	MONDO:0002254	syndromic disease	1.2777928031	4214	MONDO:0009099|MONDO:0009858
834	3	MONDO:0024505	disorder of anatomical region	0.8522158572	7686	MONDO:0009100|MONDO:0009297|MONDO:0010582
732	3	MONDO:0019052	inborn errors of metabolism	2.4665470957	1810	MONDO:0009101|MONDO:0009575|MONDO:0012435
1047	8	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0009102|MONDO:0009108|MONDO:0009373|MONDO:0009389|MONDO:0009390|MONDO:0009542|MONDO:0010005|MONDO:0010118
2235	2	MONDO:0002602	central nervous system disease	1.5804365493	3815	MONDO:0009104|MONDO:0009977
618	2	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0009106|MONDO:0017568
1197	2	MONDO:0019052	inborn errors of metabolism	2.4665470957	1810	MONDO:0009109|MONDO:0010797
1041	1	MONDO:0009110	dicarboxylic aminoaciduria	15.4225904339	0	MONDO:0009110
580	3	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0009111|MONDO:0010668|MONDO:0014986
1182	2	MONDO:0019052	inborn errors of metabolism	2.4665470957	1810	MONDO:0009114|MONDO:0009825
1265	3	MONDO:0019052	inborn errors of metabolism	2.4665470957	1810	MONDO:0009115|MONDO:0009116|MONDO:0013700
2545	1	MONDO:0009117	obsolete disorganization, mouse, homolog of	15.548121316	0	MONDO:0009117
1386	2	MONDO:0019755	developmental defect during embryogenesis	1.2273464034	4904	MONDO:0009121|MONDO:0009274
1059	1	MONDO:0009123	dopamine beta-hydroxylase deficiency	13.65000093	0	MONDO:0009123
890	3	MONDO:0024505	disorder of anatomical region	0.8522158572	7686	MONDO:0009126|MONDO:0009934|MONDO:0010802
584	3	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0009128|MONDO:0009167|MONDO:0010364
184	2	MONDO:0019117	genetic nervous system disorder	1.0944414681	5213	MONDO:0009131|MONDO:0014109
336	5	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0009133|MONDO:0010380|MONDO:0010524|MONDO:0011449|MONDO:0014261
1436	2	MONDO:0020337	congenital dyserythropoietic anemia type i	12.9200900934	2	MONDO:0009135|MONDO:0014285
1186	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0009137|MONDO:0013163
2531	6	MONDO:0021195	disease disrupting biological or physiological process	0.153798698	14140	MONDO:0009139|MONDO:0009629|MONDO:0010077|MONDO:0011110|MONDO:0011335|MONDO:0014343
2501	2	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0009140|MONDO:0011081
285	12	MONDO:0003441	dystonic disorder	7.9187646959	82	MONDO:0009141|MONDO:0011200|MONDO:0011264|MONDO:0011728|MONDO:0011844|MONDO:0011886|MONDO:0012649|MONDO:0012895|MONDO:0013813|MONDO:0013928|MONDO:0014033|MONDO:0014627
266	3	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0009142|MONDO:0012789|MONDO:0014302
2585	7	MONDO:0016817	Meier-Gorlin syndrome	9.3404413925	8	MONDO:0009143|MONDO:0013428|MONDO:0013430|MONDO:0013431|MONDO:0013432|MONDO:0014794|MONDO:0016817
1565	3	MONDO:0024505	disorder of anatomical region	0.8522158572	7686	MONDO:0009144|MONDO:0013195|MONDO:0017301
1700	2	MONDO:0016535	hypohidrotic ectodermal dysplasia	10.3105854084	9	MONDO:0009147|MONDO:0010585
2023	2	MONDO:0002254	syndromic disease	1.2777928031	4214	MONDO:0009149|MONDO:0010972
938	4	MONDO:0016408	permanent congenital hypothyroidism	8.172292016	44	MONDO:0009154|MONDO:0010136|MONDO:0010137|MONDO:0014497
1712	3	MONDO:0005172	skeletal system disease	1.8704517187	3481	MONDO:0009155|MONDO:0011533|MONDO:0018062
2361	4	MONDO:0020066	Ehlers-Danlos syndrome	8.3573987209	34	MONDO:0009159|MONDO:0019348|MONDO:0019567|MONDO:0019568
2624	2	MONDO:0015331	malformation syndrome with skin/mucosae involvement	4.2752264905	369	MONDO:0009162|MONDO:0010621
