cluster id	cluster members	disease_id	disease label	mica	mondo subclasses	clusters
1305	5	MONDO:0015490	predominantly small-vessel vasculitis	9.9307373376	14	MONDO:0009303|MONDO:0012105|MONDO:0015943|MONDO:0019124|MONDO:0019167
425	2	MONDO:0019043	rare genetic skin disease	3.0750844043	1107	MONDO:0009304|MONDO:0012853
1212	6	MONDO:0015131	congenital combined immunodeficiency	8.115010118	73	MONDO:0009306|MONDO:0010455|MONDO:0011132|MONDO:0012161|MONDO:0012757|MONDO:0014168
1265	4	MONDO:0018305	chronic granulomatous disease	9.2180192896	7	MONDO:0009308|MONDO:0009309|MONDO:0009310|MONDO:0010600
1110	2	MONDO:0019043	rare genetic skin disease	3.0750844043	1107	MONDO:0009312|MONDO:0014157
334	1	MONDO:0009313	Grubben-de Cock-Borghgraef syndrome	13.8782699177	0	MONDO:0009313
2580	3	MONDO:0016543	hyperphenylalaninemia due to tetrahydrobiopterin deficiency	11.2526654325	4	MONDO:0009314|MONDO:0009862|MONDO:0009863
409	2	MONDO:0043007	genetic multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome	4.9720664833	157	MONDO:0009318|MONDO:0011244
2606	3	MONDO:0018307	neurodegeneration with brain iron accumulation	8.1418196638	18	MONDO:0009319|MONDO:0011426|MONDO:0011638
336	2	MONDO:0015159	multiple congenital anomalies/dysmorphic syndrome-intellectual disability	3.9983803959	512	MONDO:0009320|MONDO:0015941
1136	1	MONDO:0009324	Hartnup disease	13.3071132165	0	MONDO:0009324
1726	4	MONDO:0019512	congenital heart malformation	7.116908651	230	MONDO:0009327|MONDO:0009433|MONDO:0013752|MONDO:0015445
739	1	MONDO:0009331	isolated hemihyperplasia	13.7221507158	0	MONDO:0009331
1696	6	MONDO:0016244	atypical hemolytic-uremic syndrome	9.6992139045	13	MONDO:0009335|MONDO:0013040|MONDO:0013041|MONDO:0013042|MONDO:0013043|MONDO:0013044
407	2	MONDO:0016256	Hennekam syndrome	11.3781963145	2	MONDO:0009337|MONDO:0016256
683	2	MONDO:0015159	multiple congenital anomalies/dysmorphic syndrome-intellectual disability	3.9983803959	512	MONDO:0009341|MONDO:0010890
1147	2	MONDO:0021195	disease disrupting biological or physiological process	0.153798698	14140	MONDO:0009346|MONDO:0010111
290	2	MONDO:0019684	rare bone disease	2.4392108141	2029	MONDO:0009350|MONDO:0015461
2488	5	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0009351|MONDO:0010733|MONDO:0011797|MONDO:0013342|MONDO:0014018
2020	2	MONDO:0020222	rare disease with glaucoma as a major feature	5.8461060871	94	MONDO:0009352|MONDO:0018937
1858	4	MONDO:0000424	inborn vitamin B12 deficiency (disease)	9.5017413807	14	MONDO:0009354|MONDO:0009609|MONDO:0010184|MONDO:0010185
555	2	MONDO:0001411	synostosis	6.5849625007	107	MONDO:0009356|MONDO:0013740
1675	3	MONDO:0015511	rare genetic urogenital disease	3.6350959342	659	MONDO:0009359|MONDO:0009477|MONDO:0012573
2415	5	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0009360|MONDO:0009817|MONDO:0010852|MONDO:0013618|MONDO:0016349
834	2	MONDO:0019042	multiple congenital anomalies/dysmorphic syndrome	2.9732053146	937	MONDO:0009363|MONDO:0009565
2417	5	MONDO:0000171	muscular dystrophy-dystroglycanopathy, type A	7.1640244	14	MONDO:0009364|MONDO:0009667|MONDO:0013154|MONDO:0014101|MONDO:0014683
2465	4	MONDO:0021195	disease disrupting biological or physiological process	0.153798698	14140	MONDO:0009370|MONDO:0014781|MONDO:0018307|MONDO:0019374
35	4	MONDO:0021195	disease disrupting biological or physiological process	0.153798698	14140	MONDO:0009371|MONDO:0014043|MONDO:0014473|MONDO:0014516
1852	2	MONDO:0019052	inborn errors of metabolism	2.4665470957	1810	MONDO:0009372|MONDO:0011308
1435	9	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0009375|MONDO:0010350|MONDO:0010373|MONDO:0012689|MONDO:0013689|MONDO:0014520|MONDO:0014844|MONDO:0014955|MONDO:0044317
1992	2	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0009377|MONDO:0016595
1855	2	MONDO:0015656	metabolic diseases with epilepsy	4.3063006289	283	MONDO:0009378|MONDO:0012996
1565	3	MONDO:0018928	rare hepatic disease	4.1281132725	313	MONDO:0009379|MONDO:0009380|MONDO:0019514
2336	5	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0009386|MONDO:0010454|MONDO:0010469|MONDO:0011627|MONDO:0013970
1849	2	MONDO:0009388	hyperlysinemia (disease)	14.4225904339	1	MONDO:0009388|MONDO:0009389
258	2	MONDO:0015983	rare genetic syndromic intellectual disability	2.696177118	1137	MONDO:0009398|MONDO:0019786
293	2	MONDO:0019755	developmental defect during embryogenesis	1.2273464034	4904	MONDO:0009404|MONDO:0017055
1360	2	MONDO:0019117	genetic nervous system disorder	1.0944414681	5213	MONDO:0009405|MONDO:0014286
424	1	MONDO:0009406	hypertrichotic osteochondrodysplasia Cantu type	12.4997582944	0	MONDO:0009406
1933	2	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0009407|MONDO:0014665
2042	3	MONDO:0020005	rare endocrine disease	2.1651289261	1748	MONDO:0009410|MONDO:0016042|MONDO:0019801
2041	4	MONDO:0017278	autoimmune polyendocrinopathy	10.004737919	7	MONDO:0009411|MONDO:0010012|MONDO:0016422|MONDO:0016423
1264	8	MONDO:0015823	primary immunodeficiency due to a defect in adaptive immunity	5.5757941854	251	MONDO:0009413|MONDO:0010730|MONDO:0011086|MONDO:0011096|MONDO:0011864|MONDO:0012987|MONDO:0013289|MONDO:0013863
1905	7	MONDO:0021195	disease disrupting biological or physiological process	0.153798698	14140	MONDO:0009416|MONDO:0009734|MONDO:0011153|MONDO:0011717|MONDO:0012382|MONDO:0012396|MONDO:0019010
1457	2	MONDO:0018405	rare male infertility due to hypothalamic-pituitary-gonadal axis disorder of genetic origin	5.1951750458	145	MONDO:0009417|MONDO:0016386
1906	4	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0009418|MONDO:0010623|MONDO:0010905|MONDO:0014926
1384	4	MONDO:0002146	hypogonadism	5.4317773547	141	MONDO:0009419|MONDO:0011766|MONDO:0013914|MONDO:0018555
1380	4	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0009421|MONDO:0009916|MONDO:0010720|MONDO:0016853
1028	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0009422|MONDO:0014662
669	2	MONDO:0015513	rare genetic endocrine disease	2.8244603716	1118	MONDO:0009426|MONDO:0013873
671	2	MONDO:0018570	hypophosphatasia	11.548121316	6	MONDO:0009427|MONDO:0018570
640	2	MONDO:0019052	inborn errors of metabolism	2.4665470957	1810	MONDO:0009428|MONDO:0014275
1841	3	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0009430|MONDO:0011012|MONDO:0013219
639	5	MONDO:0005520	rickets (disease)	10.2660859482	17	MONDO:0009431|MONDO:0009924|MONDO:0010186|MONDO:0010810|MONDO:0010931
283	2	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0009435|MONDO:0016009
291	3	MONDO:0015328	rare bone development disorder	3.1110313124	1280	MONDO:0009436|MONDO:0009894|MONDO:0019664
14	2	MONDO:0015961	genetic head and neck malformation	4.6314953938	323	MONDO:0009437|MONDO:0013324
1142	4	MONDO:0015947	inherited ichthyosis	6.9059054846	113	MONDO:0009439|MONDO:0009441|MONDO:0009444|MONDO:0010155
1334	2	MONDO:0015107	rare genetic eye disease	2.0233681494	1987	MONDO:0009440|MONDO:0019172
1143	1	MONDO:0009443	autosomal recessive congenital ichthyosis 4B	14.100662339	0	MONDO:0009443
1481	4	MONDO:0005560	brain disease	1.7544902984	3071	MONDO:0009445|MONDO:0009757|MONDO:0011873|MONDO:0018982
2104	2	MONDO:0020030	rare genetic renal disease	3.690599716	658	MONDO:0009446|MONDO:0017842
1256	2	MONDO:0016575	primary ciliary dyskinesia	8.8152601201	42	MONDO:0009449|MONDO:0009450
1209	8	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0009455|MONDO:0009538|MONDO:0009541|MONDO:0010514|MONDO:0013779|MONDO:0014391|MONDO:0014810|MONDO:0014840
1229	2	MONDO:0020008	rare immune disease	3.5595657237	1080	MONDO:0009456|MONDO:0009695
613	1	MONDO:0009458	Schimke immuno-osseous dysplasia	12.798099569	0	MONDO:0009458
2492	2	MONDO:0009459	channelopathy-associated congenital insensitivity to pain	12.4076400924	4	MONDO:0009459|MONDO:0013142
1370	6	MONDO:0018404	rare genetic male infertility	4.828343597	265	MONDO:0009461|MONDO:0009857|MONDO:0010647|MONDO:0012621|MONDO:0013070|MONDO:0018801
1782	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0009463|MONDO:0011099
1591	1	MONDO:0009465	multiple intestinal atresia	13.5812881799	0	MONDO:0009465
2525	2	MONDO:0021198	rare genetic disease	0.53327265	9577	MONDO:0009466|MONDO:0012103
214	3	MONDO:0017579	Baraitser-Winter cerebrofrontofacial syndrome	11.131035988	2	MONDO:0009470|MONDO:0013812|MONDO:0017579
294	3	MONDO:0019755	developmental defect during embryogenesis	1.2273464034	4904	MONDO:0009473|MONDO:0012516|MONDO:0018442
1876	5	MONDO:0019215	classic organic aciduria	8.3166819253	41	MONDO:0009475|MONDO:0009612|MONDO:0009613|MONDO:0009614|MONDO:0011628
1261	2	MONDO:0015823	primary immunodeficiency due to a defect in adaptive immunity	5.5757941854	251	MONDO:0009478|MONDO:0017407
204	2	MONDO:0005172	skeletal system disease	1.8704517187	3481	MONDO:0009483|MONDO:0012195
1258	12	MONDO:0021198	rare genetic disease	0.53327265	9577	MONDO:0009484|MONDO:0011476|MONDO:0011718|MONDO:0012979|MONDO:0013174|MONDO:0013434|MONDO:0013435|MONDO:0013525|MONDO:0013854|MONDO:0014123|MONDO:0014910|MONDO:0019634
394	5	MONDO:0005503	developmental disorder of mental health	2.6376659607	1390	MONDO:0009485|MONDO:0009583|MONDO:0009584|MONDO:0010653|MONDO:0016011
1364	2	MONDO:0017671	autosomal recessive disease with diffuse palmoplantar keratoderma as a major feature	10.0886896973	10	MONDO:0009490|MONDO:0009491
435	1	MONDO:0009495	Keutel syndrome	12.4683941235	0	MONDO:0009495
2344	2	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0009497|MONDO:0011552
2448	4	MONDO:0019117	genetic nervous system disorder	1.0944414681	5213	MONDO:0009499|MONDO:0009843|MONDO:0010714|MONDO:0012189
2216	3	MONDO:0016110	non-dystrophic myopathy	5.8502059993	210	MONDO:0009501|MONDO:0010868|MONDO:0019947
2395	2	MONDO:0019169	pyruvate dehydrogenase deficiency	9.4548838371	7	MONDO:0009503|MONDO:0019169
1865	2	MONDO:0005560	brain disease	1.7544902984	3071	MONDO:0009504|MONDO:0013387
1204	2	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0009507|MONDO:0010495
25	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0009508|MONDO:0009890
1757	4	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0009512|MONDO:0009936|MONDO:0010126|MONDO:0011037
875	1	MONDO:0009516	absence deformity of leg-cataract syndrome	13.6152355118	0	MONDO:0009516
2036	1	MONDO:0009517	Donohue syndrome	11.9522704991	0	MONDO:0009517
1410	2	MONDO:0002254	syndromic disease	1.2777928031	4214	MONDO:0009522|MONDO:0016159
565	1	MONDO:0009525	split hand-foot malformation 3	12.6152355118	0	MONDO:0009525
1137	1	MONDO:0009530	lipoid proteinosis	13.4225904339	0	MONDO:0009530
1713	3	MONDO:0021200	rare disease	0.1406272128	13538	MONDO:0009537|MONDO:0014155|MONDO:0014575
208	4	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0009543|MONDO:0011977|MONDO:0015767|MONDO:0016844
785	1	MONDO:0009544	macrocephaly/megalencephaly syndrome, autosomal recessive	14.2526654325	0	MONDO:0009544
1338	1	MONDO:0009545	macroepiphyseal dysplasia with osteoporosis, wrinkled skin, and aged appearance	15.3071132165	0	MONDO:0009545
1472	1	MONDO:0009547	macrosomia-microphthalmia-cleft palate syndrome	13.798099569	0	MONDO:0009547
1814	2	MONDO:0017624	familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis	11.3565012434	2	MONDO:0009548|MONDO:0009550
1403	2	MONDO:0015159	multiple congenital anomalies/dysmorphic syndrome-intellectual disability	3.9983803959	512	MONDO:0009554|MONDO:0014196
1900	3	MONDO:0019243	inborn disorder of energy metabolism	4.8649671863	373	MONDO:0009556|MONDO:0014490|MONDO:0014496
1108	3	MONDO:0016584	mandibuloacral dysplasia	11.2796324801	2	MONDO:0009557|MONDO:0012074|MONDO:0016584
193	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0009558|MONDO:0009559
189	2	MONDO:0043005	genetic multiple congenital anomalies/dysmorphic syndrome	3.2183249778	711	MONDO:0009560|MONDO:0012165
1995	2	MONDO:0002561	lysosomal storage disease	5.5903596964	163	MONDO:0009562|MONDO:0019366
2003	2	MONDO:0019052	inborn errors of metabolism	2.4665470957	1810	MONDO:0009563|MONDO:0009640
886	2	MONDO:0002025	psychiatric disorder	2.2107908407	1966	MONDO:0009567|MONDO:0009582
687	5	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0009569|MONDO:0009905|MONDO:0010090|MONDO:0013025|MONDO:0015228
348	2	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0009570|MONDO:0011538
288	3	MONDO:0019042	multiple congenital anomalies/dysmorphic syndrome	2.9732053146	937	MONDO:0009571|MONDO:0009921|MONDO:0010110
733	1	MONDO:0009573	megaepiphyseal dwarfism	16.0075529346	0	MONDO:0009573
351	3	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0009577|MONDO:0010865|MONDO:0018069
802	2	MONDO:0042983	neurocutaneous syndrome	6.9560040962	34	MONDO:0009578|MONDO:0018975
787	3	MONDO:0015982	rare genetic intellectual disability	2.6535274413	1272	MONDO:0009581|MONDO:0010289|MONDO:0014951
644	3	MONDO:0002602	central nervous system disease	1.5804365493	3815	MONDO:0009585|MONDO:0018572|MONDO:0019422
721	2	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0009587|MONDO:0019153
2495	9	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0009590|MONDO:0010829|MONDO:0011330|MONDO:0011397|MONDO:0011529|MONDO:0011781|MONDO:0014717|MONDO:0014940|MONDO:0016591
2500	3	MONDO:0009591	metachromatic leukodystrophy, juvenile form	10.8990284778	2	MONDO:0009591|MONDO:0017729|MONDO:0017730
597	3	MONDO:0018230	primary bone dysplasia	4.1954759312	627	MONDO:0009592|MONDO:0011079|MONDO:0013561
467	5	MONDO:0018230	primary bone dysplasia	4.1954759312	627	MONDO:0009593|MONDO:0009594|MONDO:0009601|MONDO:0011275|MONDO:0014915
347	2	MONDO:0015328	rare bone development disorder	3.1110313124	1280	MONDO:0009598|MONDO:0014824
1860	2	MONDO:0019058	neurometabolic disease	3.7501282589	462	MONDO:0009603|MONDO:0012792
1847	3	MONDO:0019222	inborn disorder of methionine cycle and sulfur amino acid metabolism	8.8288880836	25	MONDO:0009607|MONDO:0011698|MONDO:0013404
2118	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0009608|MONDO:0010167
1973	2	MONDO:0019052	inborn errors of metabolism	2.4665470957	1810	MONDO:0009615|MONDO:0011731
273	3	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0009618|MONDO:0011795|MONDO:0016378
1203	2	MONDO:0015823	primary immunodeficiency due to a defect in adaptive immunity	5.5757941854	251	MONDO:0009623|MONDO:0012650
1633	2	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0009628|MONDO:0013843
2158	10	MONDO:0015217	non-syndromic developmental defect of the eye	7.8918589824	84	MONDO:0009630|MONDO:0010836|MONDO:0012299|MONDO:0012408|MONDO:0012409|MONDO:0012527|MONDO:0013130|MONDO:0013293|MONDO:0013377|MONDO:0013783
79	2	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0009634|MONDO:0010920
1974	1	MONDO:0009635	microvillus inclusion disease	14.2526654325	0	MONDO:0009635
2573	2	MONDO:0009637	mitochondrial myopathy	7.4776344065	41	MONDO:0009641|MONDO:0010790
307	3	MONDO:0015375	orofaciodigital syndrome	8.059185703	20	MONDO:0009642|MONDO:0010176|MONDO:0010702
1861	3	MONDO:0019358	encephalopathy due to sulfite oxidase deficiency	10.7129321857	5	MONDO:0009643|MONDO:0009644|MONDO:0019358
1030	2	MONDO:0021198	rare genetic disease	0.53327265	9577	MONDO:0009648|MONDO:0018853
1469	1	MONDO:0009650	inclusion-cell disease	12.4683941235	0	MONDO:0009650
786	1	MONDO:0009651	pseudo-Hurler polydystrophy	12.9851851216	1	MONDO:0009651
586	5	MONDO:0015958	rare genetic bone disease	2.9887876834	1165	MONDO:0009652|MONDO:0009716|MONDO:0012019|MONDO:0012219|MONDO:0013590
129	2	MONDO:0005560	brain disease	1.7544902984	3071	MONDO:0009653|MONDO:0010062
1846	4	MONDO:0019052	inborn errors of metabolism	2.4665470957	1810	MONDO:0009654|MONDO:0009846|MONDO:0010791|MONDO:0013341
1463	4	MONDO:0018937	mucopolysaccharidosis type 3	10.6721625799	4	MONDO:0009655|MONDO:0009656|MONDO:0009657|MONDO:0009658
659	3	MONDO:0018938	mucopolysaccharidosis type 4	11.137188215	3	MONDO:0009659|MONDO:0009660|MONDO:0018938
1467	3	MONDO:0019684	rare bone disease	2.4392108141	2029	MONDO:0009662|MONDO:0009785|MONDO:0010088
107	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0009664|MONDO:0009919
1880	2	MONDO:0000461	nutritional biotin deficiency	11.5318195036	3	MONDO:0009665|MONDO:0009666
45	2	MONDO:0009668	lethal multiple pterygium syndrome	13.0075529346	1	MONDO:0009668|MONDO:0010716
2279	4	MONDO:0009669	Werdnig-Hoffmann disease	10.3280728351	11	MONDO:0009669|MONDO:0009672|MONDO:0009673|MONDO:0010056
48	2	MONDO:0015225	arthrogryposis syndrome	7.5348620954	70	MONDO:0009670|MONDO:0012750
2227	7	MONDO:0005336	myopathy	4.6745373871	473	MONDO:0009676|MONDO:0010684|MONDO:0012289|MONDO:0012699|MONDO:0013161|MONDO:0013390|MONDO:0014489
2234	3	MONDO:0020121	muscular dystrophy	5.7340487007	179	MONDO:0009677|MONDO:0011688|MONDO:0011787
2418	5	MONDO:0019523	Walker-Warburg syndrome	7.2489132976	12	MONDO:0009678|MONDO:0013157|MONDO:0013835|MONDO:0013904|MONDO:0014071
1372	2	MONDO:0019117	genetic nervous system disorder	1.0944414681	5213	MONDO:0009680|MONDO:0010617
2265	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0009684|MONDO:0010242
2139	4	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0009687|MONDO:0009784|MONDO:0013620|MONDO:0018947
2212	1	MONDO:0009688	myasthenia gravis	11.1746629204	7	MONDO:0009688
2270	4	MONDO:0018940	congenital myasthenic syndrome	7.9672632136	34	MONDO:0009689|MONDO:0011088|MONDO:0011281|MONDO:0011600
2213	8	MONDO:0019056	neuromuscular disease	3.9871806107	796	MONDO:0009690|MONDO:0010773|MONDO:0012279|MONDO:0012518|MONDO:0014062|MONDO:0014532|MONDO:0014877|MONDO:0019949
2314	6	MONDO:0015955	rare genetic epilepsy	3.489699039	762	MONDO:0009696|MONDO:0010985|MONDO:0011491|MONDO:0013322|MONDO:0014167|MONDO:0015345
2626	3	MONDO:0020074	progressive myoclonic epilepsy	7.4849714034	33	MONDO:0009697|MONDO:0009698|MONDO:0014545
1694	3	MONDO:0020030	rare genetic renal disease	3.690599716	658	MONDO:0009699|MONDO:0014005|MONDO:0016244
2217	6	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0009702|MONDO:0010362|MONDO:0010923|MONDO:0013046|MONDO:0014546|MONDO:0018845
1167	2	MONDO:0003939	muscle tissue disease	3.568663641	989	MONDO:0009703|MONDO:0014562
2223	2	MONDO:0005336	myopathy	4.6745373871	473	MONDO:0009706|MONDO:0014782
2309	3	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0009707|MONDO:0010676|MONDO:0014179
2220	5	MONDO:0005336	myopathy	4.6745373871	473	MONDO:0009708|MONDO:0010281|MONDO:0012286|MONDO:0013177|MONDO:0016899
2193	2	MONDO:0016197	qualitative or quantitative defects of selenoprotein N1	10.3493414519	10	MONDO:0009711|MONDO:0009712
2233	4	MONDO:0005336	myopathy	4.6745373871	473	MONDO:0009714|MONDO:0011486|MONDO:0012138|MONDO:0014922
523	2	MONDO:0018238	rare bone disease related to a common gene or pathway defect	6.1610831247	122	MONDO:0009717|MONDO:0010650
1925	1	MONDO:0009718	myxedema	15.3071132165	0	MONDO:0009718
1731	4	MONDO:0019996	rare cardiac disease	4.1362251985	732	MONDO:0009719|MONDO:0015197|MONDO:0017735|MONDO:0018082
2572	4	MONDO:0016387	mitochondrial oxidative phosphorylation disorder	5.4831336531	209	MONDO:0009723|MONDO:0014364|MONDO:0016815|MONDO:0018859
1701	5	MONDO:0019722	glomerular disease	6.4294161512	199	MONDO:0009724|MONDO:0011165|MONDO:0011917|MONDO:0014786|MONDO:0024527
1283	2	MONDO:0009726	proteasome disability syndrome	11.9522704991	3	MONDO:0009726|MONDO:0016849
1671	7	MONDO:0015962	inherited renal tubular disease	6.4886539418	146	MONDO:0009728|MONDO:0009962|MONDO:0011456|MONDO:0011752|MONDO:0011755|MONDO:0011756|MONDO:0013302
1477	2	MONDO:0017734	sialidosis	10.7787342441	5	MONDO:0009738|MONDO:0019346
2006	2	MONDO:0019117	genetic nervous system disorder	1.0944414681	5213	MONDO:0009739|MONDO:0015429
344	1	MONDO:0009740	neurofaciodigitorenal syndrome	13.0075529346	0	MONDO:0009740
892	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0009743|MONDO:0011235
2561	2	MONDO:0015674	late infantile neuronal ceroid lipofuscinosis	8.4997582944	7	MONDO:0009745|MONDO:0011144
1361	3	MONDO:0015364	hereditary sensory and autonomic neuropathy	9.0461032402	38	MONDO:0009746|MONDO:0012092|MONDO:0013337
1518	5	MONDO:0015615	rare genetic gastroenterological disease	3.7997759697	573	MONDO:0009747|MONDO:0013111|MONDO:0014659|MONDO:0014884|MONDO:0014943
2470	2	MONDO:0015089	autosomal recessive complex spastic paraplegia	7.8899098332	48	MONDO:0009748|MONDO:0012787
2287	3	MONDO:0020127	genetic peripheral neuropathy	3.5341008457	882	MONDO:0009749|MONDO:0011066|MONDO:0011113
2252	3	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0009752|MONDO:0011691|MONDO:0011771
1316	10	MONDO:0021199	disease affecting anatomical system	0.0640651401	17630	MONDO:0009755|MONDO:0010386|MONDO:0010389|MONDO:0010625|MONDO:0013421|MONDO:0013487|MONDO:0013953|MONDO:0013955|MONDO:0014197|MONDO:0014502
362	2	MONDO:0002254	syndromic disease	1.2777928031	4214	MONDO:0009759|MONDO:0010466
2372	5	MONDO:0020022	central nervous system malformation	3.5319778137	719	MONDO:0009760|MONDO:0011488|MONDO:0012989|MONDO:0013849|MONDO:0014484
2136	1	MONDO:0009764	ocular motor apraxia, Cogan type	15.2001980126	0	MONDO:0009764
2237	2	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0009765|MONDO:0012237
396	1	MONDO:0009768	oculodentodigital dysplasia, autosomal recessive	12.4529640829	0	MONDO:0009768
2384	3	MONDO:0015983	rare genetic syndromic intellectual disability	2.696177118	1137	MONDO:0009769|MONDO:0010216|MONDO:0016760
561	3	MONDO:0017398	3MC syndrome	11.5812881799	3	MONDO:0009770|MONDO:0009927|MONDO:0017398
2086	3	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0009772|MONDO:0013326|MONDO:0013916
1964	3	MONDO:0015246	syndromic anorectal malformation	6.4854618657	77	MONDO:0009774|MONDO:0011928|MONDO:0019388
2513	3	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0009778|MONDO:0011694|MONDO:0012098
7	2	MONDO:0019042	multiple congenital anomalies/dysmorphic syndrome	2.9732053146	937	MONDO:0009780|MONDO:0013050
1336	1	MONDO:0009781	Onychotrichodysplasia and neutropenia	15.2001980126	0	MONDO:0009781
2568	4	MONDO:0019117	genetic nervous system disorder	1.0944414681	5213	MONDO:0009787|MONDO:0010080|MONDO:0014813|MONDO:0015003
2090	3	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0009789|MONDO:0010788|MONDO:0014292
2467	3	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0009790|MONDO:0010051|MONDO:0014611
2582	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0009791|MONDO:0014834
1144	2	MONDO:0015331	malformation syndrome with skin/mucosae involvement	4.2752264905	369	MONDO:0009792|MONDO:0013313
20	3	MONDO:0018455	dysostosis of genetic origin with limb anomaly as a major feature	4.3495088535	494	MONDO:0009795|MONDO:0010336|MONDO:0016240
430	2	MONDO:0015983	rare genetic syndromic intellectual disability	2.696177118	1137	MONDO:0009798|MONDO:0010537
262	1	MONDO:0009801	familial osteodysplasia, Anderson type	13.7221507158	0	MONDO:0009801
289	3	MONDO:0019755	developmental defect during embryogenesis	1.2273464034	4904	MONDO:0009803|MONDO:0011788|MONDO:0018067
660	3	MONDO:0017195	Bruck syndrome	12.8578058151	2	MONDO:0009806|MONDO:0012217|MONDO:0017195
414	3	MONDO:0015328	rare bone development disorder	3.1110313124	1280	MONDO:0009810|MONDO:0013882|MONDO:0014780
623	3	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0009812|MONDO:0011877|MONDO:0015634
1641	2	MONDO:0017954	pyogenic autoinflammatory syndrome	10.7360899067	8	MONDO:0009813|MONDO:0019266
2543	2	MONDO:0018230	primary bone dysplasia	4.1954759312	627	MONDO:0009814|MONDO:0014080
666	2	MONDO:0019703	primary bone dysplasia with increased bone density	7.4888997789	72	MONDO:0009821|MONDO:0010014
920	1	MONDO:0009822	Otoonychoperoneal syndrome	12.9414637442	0	MONDO:0009822
2608	5	MONDO:0015143	rare movement disorder	3.6641242916	676	MONDO:0009830|MONDO:0011706|MONDO:0018466|MONDO:0019037|MONDO:0019160
1197	2	MONDO:0009833	Shwachman-Diamond syndrome	11.7221507158	2	MONDO:0009833|MONDO:0044204
1955	3	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0009834|MONDO:0010129|MONDO:0013543
1938	3	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0009835|MONDO:0010628|MONDO:0013422
1324	2	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0009836|MONDO:0013276
2559	3	MONDO:0006130	central nervous system neoplasm	4.8464210516	420	MONDO:0009837|MONDO:0018177|MONDO:0020560
760	1	MONDO:0009838	Parana hard-skin syndrome	14.6856248397	0	MONDO:0009838
127	3	MONDO:0019117	genetic nervous system disorder	1.0944414681	5213	MONDO:0009841|MONDO:0013647|MONDO:0014671
1358	1	MONDO:0009844	pellagra-like syndrome	15.8376279332	0	MONDO:0009844
