1	63869	91007	82931	1077861393
2	72249	21189977	74551	1056762423
3	76899	24423584	69901	1053528816
4	80025	26239380	66775	1051713020
5	82558	27707772	64242	1050244628
6	84633	28800118	62167	1049152282
7	86409	29867696	60391	1048084704
8	87943	30779084	58857	1047173316
9	89360	31564347	57440	1046388053
10	90624	32383214	56176	1045569186
11	91774	33087454	55026	1044864946
12	92773	33849767	54027	1044102633
13	93751	34535400	53049	1043417000
14	94643	35283459	52157	1042668941
15	95500	35918800	51300	1042033600
16	96277	36557807	50523	1041394593
17	97043	37185723	49757	1040766677
18	97739	37760507	49061	1040191893
19	98463	38426769	48337	1039525631
20	99141	38959237	47659	1038993163
21	99764	39515910	47036	1038436490
22	100370	40129370	46430	1037823030
23	100961	40667363	45839	1037285037
24	101537	41237927	45263	1036714473
25	102069	41813005	44731	1036139395
26	102625	42297677	44175	1035654723
27	103122	42780027	43678	1035172373
28	103614	43339846	43186	1034612554
29	104067	43859980	42733	1034092420
30	104522	44468624	42278	1033483776
31	104955	45023921	41845	1032928479
32	105391	45489421	41409	1032462979
33	105824	45987779	40976	1031964621
34	106257	46510647	40543	1031441753
35	106637	47073873	40163	1030878527
36	107053	47650702	39747	1030301698
37	107466	48196031	39334	1029756369
38	107812	48779356	38988	1029173044
39	108231	49303878	38569	1028648522
40	108577	49812828	38223	1028139572
41	108888	50397667	37912	1027554733
42	109238	50977655	37562	1026974745
43	109563	51521858	37237	1026430542
44	109905	52071348	36895	1025881052
45	110237	52617758	36563	1025334642
46	110577	53164507	36223	1024787893
47	110892	53735607	35908	1024216793
48	111213	54295634	35587	1023656766
49	111533	54879943	35267	1023072457
50	111799	55456747	35001	1022495653
51	112120	56004506	34680	1021947894
52	112432	56620842	34368	1021331558
53	112738	57214477	34062	1020737923
54	113035	57772621	33765	1020179779
55	113328	58357954	33472	1019594446
56	113621	58933981	33179	1019018419
57	113882	59556228	32918	1018396172
58	114153	60137700	32647	1017814700
59	114410	60722306	32390	1017230094
60	114662	61387410	32138	1016564990
61	114947	62008402	31853	1015943998
62	115223	62613544	31577	1015338856
63	115494	63230842	31306	1014721558
64	115739	63879857	31061	1014072543
65	115987	64569634	30813	1013382766
66	116225	65217330	30575	1012735070
67	116491	65891955	30309	1012060445
68	116738	66569662	30062	1011382738
69	116954	67247618	29846	1010704782
70	117205	67938623	29595	1010013777
71	117452	68649652	29348	1009302748
72	117705	69362727	29095	1008589673
73	117944	70042157	28856	1007910243
74	118175	70742060	28625	1007210340
75	118399	71474641	28401	1006477759
76	118620	72217201	28180	1005735199
77	118842	72975524	27958	1004976876
78	119055	73756815	27745	1004195585
79	119266	74570919	27534	1003381481
80	119483	75338602	27317	1002613798
81	119712	76150818	27088	1001801582
82	119912	77017300	26888	1000935100
83	120095	77798748	26705	1000153652
84	120310	78617181	26490	999335219
85	120519	79434670	26281	998517730
86	120711	80258197	26089	997694203
87	120912	81096131	25888	996856269
88	121126	81925184	25674	996027216
89	121322	82771188	25478	995181212
90	121537	83610401	25263	994341999
91	121728	84482288	25072	993470112
92	121953	85376627	24847	992575773
93	122121	86263593	24679	991688807
94	122272	87166973	24528	990785427
95	122454	88076152	24346	989876248
96	122633	88972881	24167	988979519
97	122816	89951044	23984	988001356
98	123015	90935397	23785	987017003
99	123207	91915671	23593	986036729
100	123397	92886126	23403	985066274
101	123566	93943505	23234	984008895
102	123744	94879809	23056	983072591
103	123932	95890036	22868	982062364
104	124086	96918502	22714	981033898
105	124258	97969599	22542	979982801
106	124422	99017722	22378	978934678
107	124592	100094693	22208	977857707
108	124755	101126753	22045	976825647
109	124921	102297768	21879	975654632
110	125081	103342277	21719	974610123
111	125260	104445035	21540	973507365
112	125428	105512363	21372	972440037
113	125610	106589130	21190	971363270
114	125759	107686194	21041	970266206
115	125898	108805255	20902	969147145
116	126049	109937830	20751	968014570
117	126202	111065429	20598	966886971
118	126344	112189789	20456	965762611
119	126498	113323442	20302	964628958
120	126634	114492923	20166	963459477
121	126772	115696450	20028	962255950
122	126920	116905251	19880	961047149
123	127069	118063370	19731	959889030
124	127229	119254152	19571	958698248
125	127362	120497274	19438	957455126
126	127485	121701350	19315	956251050
