#disease	phenotype	onset	frequency	severity
MONDO:0009268	HP:0004963		HP:0040281	
MONDO:0009268	HP:0007759			
MONDO:0009268	HP:0007885		HP:0040281	
MONDO:0009268	HP:0007975			
MONDO:0009269	HP:0000007			
MONDO:0009269	HP:0000154			
MONDO:0009269	HP:0000311			
MONDO:0009269	HP:0000319			
MONDO:0009269	HP:0000343			
MONDO:0009269	HP:0000391			
MONDO:0009269	HP:0000463			
MONDO:0009269	HP:0000582			
MONDO:0009269	HP:0000767			
MONDO:0009269	HP:0000938			
MONDO:0009269	HP:0001072			
MONDO:0009269	HP:0001239			
MONDO:0009269	HP:0001250			
MONDO:0009269	HP:0001263			
MONDO:0009269	HP:0001387			
MONDO:0009269	HP:0001620			
MONDO:0009269	HP:0001635			
MONDO:0009269	HP:0001650			
MONDO:0009269	HP:0001718			
MONDO:0009269	HP:0001773			
MONDO:0009269	HP:0001792			
MONDO:0009269	HP:0002240			
MONDO:0009269	HP:0002673			
MONDO:0009269	HP:0002680			
MONDO:0009269	HP:0002777			
MONDO:0009269	HP:0003026			
MONDO:0009269	HP:0003090			
MONDO:0009269	HP:0003196			
MONDO:0009269	HP:0004279			
MONDO:0009269	HP:0004322			
MONDO:0009269	HP:0005041			
MONDO:0009269	HP:0006161			
MONDO:0009269	HP:0009473			
MONDO:0009269	HP:0010446			
MONDO:0009269	HP:0100490			
MONDO:0009269	HP:0100679			
MONDO:0009270	HP:0000007			
MONDO:0009270	HP:0000047		HP:0040282	
MONDO:0009270	HP:0000107			
MONDO:0009270	HP:0000175		HP:0040281	
MONDO:0009270	HP:0000204			
MONDO:0009270	HP:0000347		HP:0040281	
MONDO:0009270	HP:0000369		HP:0040281	
MONDO:0009270	HP:0001629			
MONDO:0009270	HP:0001669			
MONDO:0009270	HP:0001719			
MONDO:0009270	HP:0008668		HP:0040282	
MONDO:0009270	HP:0012020			
MONDO:0009271	HP:0000007			
MONDO:0009271	HP:0000252			
MONDO:0009271	HP:0000272		HP:0040283	
MONDO:0009271	HP:0000303		HP:0040283	
MONDO:0009271	HP:0000327			
MONDO:0009271	HP:0000490			
MONDO:0009271	HP:0000704			
MONDO:0009271	HP:0000750			
MONDO:0009271	HP:0000926		HP:0040283	
MONDO:0009271	HP:0000938			
MONDO:0009271	HP:0000939		HP:0040281	
MONDO:0009271	HP:0000973			
MONDO:0009271	HP:0001187			
MONDO:0009271	HP:0001249			
MONDO:0009271	HP:0002645			
MONDO:0009271	HP:0002751			
MONDO:0009271	HP:0002757		HP:0040281	
MONDO:0009271	HP:0002953		HP:0040281	
MONDO:0009271	HP:0002980			
MONDO:0009271	HP:0002982			
MONDO:0009271	HP:0003301			
MONDO:0009271	HP:0003510		HP:0040281	
MONDO:0009271	HP:0004568		HP:0040281	
MONDO:0009271	HP:0004586		HP:0040281	
MONDO:0009271	HP:0012385			
MONDO:0009272	HP:0000007			
MONDO:0009272	HP:0001004		HP:0040281	
MONDO:0009272	HP:0001319			
MONDO:0009272	HP:0001648			
MONDO:0009272	HP:0002375		HP:0040281	
MONDO:0009272	HP:0002804		HP:0040281	
MONDO:0009273	HP:0000007			
MONDO:0009273	HP:0000119			
MONDO:0009274	HP:0000007			
MONDO:0009274	HP:0001873			
MONDO:0009274	HP:0001882		HP:0040283	
MONDO:0009274	HP:0003812			
MONDO:0009274	HP:0005505			
MONDO:0009274	HP:0005528			
MONDO:0009274	HP:0005890		HP:0040283	
MONDO:0009274	HP:0011001			
MONDO:0009274	HP:0011974			
MONDO:0009274	HP:0100252			
MONDO:0009275	HP:0000007			
MONDO:0009275	HP:0001394			
MONDO:0009275	HP:0001395			
MONDO:0009275	HP:0001396			
MONDO:0009275	HP:0001399			
MONDO:0009275	HP:0001404			
MONDO:0009275	HP:0001511			
MONDO:0009275	HP:0001562			
MONDO:0009275	HP:0001790			
MONDO:0009275	HP:0001892			
MONDO:0009275	HP:0001943		HP:0040281	
MONDO:0009275	HP:0003281		HP:0040281	
MONDO:0009275	HP:0003452		HP:0040281	
MONDO:0009275	HP:0003577			
MONDO:0009275	HP:0003678			
MONDO:0009275	HP:0006579		HP:0040281	
MONDO:0009276	HP:0000007			
MONDO:0009276	HP:0000132			
MONDO:0009276	HP:0000421			
MONDO:0009276	HP:0000979			
MONDO:0009276	HP:0001438			
MONDO:0009276	HP:0001873			HP:0012825
MONDO:0009276	HP:0001892	HP:0003577		
MONDO:0009276	HP:0003010			
MONDO:0009276	HP:0011877			
MONDO:0009277	HP:0000007			
MONDO:0009277	HP:0000557			
MONDO:0009277	HP:0001425			
MONDO:0009277	HP:0007906			
MONDO:0009277	HP:0008041			
MONDO:0009278	HP:0000007			
MONDO:0009278	HP:0001290			
MONDO:0009278	HP:0001397		HP:0040281	
MONDO:0009278	HP:0001510			
MONDO:0009278	HP:0001639		HP:0040284	
MONDO:0009278	HP:0001644		HP:0040284	
MONDO:0009278	HP:0001985		HP:0040281	
MONDO:0009278	HP:0002173		HP:0040281	
MONDO:0009278	HP:0002605		HP:0040284	
MONDO:0009278	HP:0002913		HP:0040284	
MONDO:0009278	HP:0003215		HP:0040281	
MONDO:0009278	HP:0003812			
MONDO:0009278	HP:0004448			
MONDO:0009278	HP:0006929		HP:0040281	
MONDO:0009278	HP:0008872		HP:0040283	
MONDO:0009278	HP:0100950		HP:0040280	
MONDO:0009279	HP:0000007			
MONDO:0009279	HP:0000252		HP:0040283	
MONDO:0009279	HP:0000522			
MONDO:0009279	HP:0000648		HP:0040283	
MONDO:0009279	HP:0000649			
MONDO:0009279	HP:0000953			
MONDO:0009279	HP:0000972			
MONDO:0009279	HP:0001249			
MONDO:0009279	HP:0001251		HP:0040283	
MONDO:0009279	HP:0001260			
MONDO:0009279	HP:0001263			
MONDO:0009279	HP:0001278			
MONDO:0009279	HP:0001324			
MONDO:0009279	HP:0001347		HP:0040283	
MONDO:0009279	HP:0002571		HP:0040281	
MONDO:0009279	HP:0003487			
MONDO:0009279	HP:0003676			
MONDO:0009279	HP:0004319			
MONDO:0009279	HP:0004322		HP:0040282	
MONDO:0009279	HP:0007002		HP:0040283	
MONDO:0009279	HP:0008163			
MONDO:0009279	HP:0008259			
MONDO:0009279	HP:0009916			
MONDO:0009279	HP:0011463			
MONDO:0009279	HP:0012332			
MONDO:0009280	HP:0000007			
MONDO:0009280	HP:0001962	HP:0003581		
MONDO:0009280	HP:0002018			
MONDO:0009280	HP:0002094	HP:0003581		
MONDO:0009280	HP:0002315			
MONDO:0009280	HP:0031284	HP:0003581		
MONDO:0009280	HP:0100749	HP:0003581		
MONDO:0009281	HP:0000007			
MONDO:0009281	HP:0000256		HP:0040282	
MONDO:0009281	HP:0001250		HP:0040283	
MONDO:0009281	HP:0001252		HP:0040282	
MONDO:0009281	HP:0001264			
MONDO:0009281	HP:0001266		HP:0040282	
MONDO:0009281	HP:0001290			
MONDO:0009281	HP:0001332		HP:0040281	
MONDO:0009281	HP:0001508			
MONDO:0009281	HP:0001942		HP:0040281	
MONDO:0009281	HP:0001943			
MONDO:0009281	HP:0002063			
MONDO:0009281	HP:0002179			
MONDO:0009281	HP:0002240			
MONDO:0009281	HP:0002919			
MONDO:0009281	HP:0003150			
MONDO:0009281	HP:0003530			
MONDO:0009281	HP:0006873			
MONDO:0009281	HP:0006956			
MONDO:0009281	HP:0007105			
MONDO:0009281	HP:0012448			
MONDO:0009281	HP:0410175			
MONDO:0009282	HP:0000007			
MONDO:0009282	HP:0000078			
MONDO:0009282	HP:0000113			
MONDO:0009282	HP:0000114			
MONDO:0009282	HP:0000256			
MONDO:0009282	HP:0000260			
MONDO:0009282	HP:0000348			
MONDO:0009282	HP:0000377			
MONDO:0009282	HP:0000506			
MONDO:0009282	HP:0000519			
MONDO:0009282	HP:0000803			
MONDO:0009282	HP:0000952			
MONDO:0009282	HP:0001252			
MONDO:0009282	HP:0001302			
MONDO:0009282	HP:0001324			
MONDO:0009282	HP:0001325			
MONDO:0009282	HP:0001397			
MONDO:0009282	HP:0001943			
MONDO:0009282	HP:0001999			
MONDO:0009282	HP:0002013			
MONDO:0009282	HP:0002018			
MONDO:0009282	HP:0002089			
MONDO:0009282	HP:0002098			
MONDO:0009282	HP:0002171			
MONDO:0009282	HP:0002240			
MONDO:0009282	HP:0002614			
MONDO:0009282	HP:0002909			
MONDO:0009282	HP:0003076			
MONDO:0009282	HP:0003150			
MONDO:0009282	HP:0003219			
MONDO:0009282	HP:0003490			
MONDO:0009282	HP:0003530			
MONDO:0009282	HP:0003647			
MONDO:0009282	HP:0003811			
MONDO:0009282	HP:0005280			
MONDO:0009283	HP:0000007			
MONDO:0009283	HP:0000822			
MONDO:0009283	HP:0000836		HP:0040283	
MONDO:0009283	HP:0000853		HP:0040283	
MONDO:0009283	HP:0001508			
MONDO:0009283	HP:0002013			
MONDO:0009283	HP:0002014			
MONDO:0009283	HP:0003150			
MONDO:0009284	HP:0000007			
MONDO:0009284	HP:0001878			
MONDO:0009284	HP:0003258			
MONDO:0009284	HP:0003343			
MONDO:0009285	HP:0000007			
MONDO:0009285	HP:0001249			
MONDO:0009285	HP:0001337		HP:0040284	
MONDO:0009285	HP:0001939			
MONDO:0009286	HP:0000007			
MONDO:0009286	HP:0000609		HP:0040283	
MONDO:0009286	HP:0002650		HP:0040283	
MONDO:0009286	HP:0003298			
MONDO:0009286	HP:0009013			
MONDO:0009287	HP:0000007			
MONDO:0009287	HP:0000093			
MONDO:0009287	HP:0000097			
MONDO:0009287	HP:0000105			
MONDO:0009287	HP:0000295			
MONDO:0009287	HP:0000660			
MONDO:0009287	HP:0000787			
MONDO:0009287	HP:0000822			
MONDO:0009287	HP:0000823			
MONDO:0009287	HP:0000939			
MONDO:0009287	HP:0000991			
MONDO:0009287	HP:0001114			
MONDO:0009287	HP:0001402			
MONDO:0009287	HP:0001538			
MONDO:0009287	HP:0001733			
MONDO:0009287	HP:0001892			
MONDO:0009287	HP:0001943			
MONDO:0009287	HP:0001997			
MONDO:0009287	HP:0002240			
MONDO:0009287	HP:0002254			
MONDO:0009287	HP:0002910			HP:0012825
MONDO:0009287	HP:0003077			
MONDO:0009287	HP:0003128			
MONDO:0009287	HP:0003199			
MONDO:0009287	HP:0004322			
MONDO:0009287	HP:0012213			
MONDO:0009288	HP:0000007			
MONDO:0009288	HP:0000093			
MONDO:0009288	HP:0000097			
MONDO:0009288	HP:0000105			
MONDO:0009288	HP:0000155			
MONDO:0009288	HP:0000295			
MONDO:0009288	HP:0000660			
MONDO:0009288	HP:0000787			
MONDO:0009288	HP:0000822			
MONDO:0009288	HP:0000823			
MONDO:0009288	HP:0000939			
MONDO:0009288	HP:0000991			
MONDO:0009288	HP:0001114			
MONDO:0009288	HP:0001402			
MONDO:0009288	HP:0001538			
MONDO:0009288	HP:0001733			
MONDO:0009288	HP:0001875			
MONDO:0009288	HP:0001943			
MONDO:0009288	HP:0001997			
MONDO:0009288	HP:0002240			
MONDO:0009288	HP:0002718			
MONDO:0009288	HP:0002910			HP:0012825
MONDO:0009288	HP:0003077			
MONDO:0009288	HP:0003128			
MONDO:0009288	HP:0004322			
MONDO:0009288	HP:0012213			
MONDO:0009289	HP:0000007			
MONDO:0009289	HP:0000083			
MONDO:0009289	HP:0000093			
MONDO:0009289	HP:0000097			
MONDO:0009289	HP:0000790			
MONDO:0009289	HP:0000822			
MONDO:0009289	HP:0000823			
MONDO:0009289	HP:0000991			
MONDO:0009289	HP:0001114			
MONDO:0009289	HP:0001402			
MONDO:0009289	HP:0001942			
MONDO:0009289	HP:0001943			
MONDO:0009289	HP:0001997			
MONDO:0009289	HP:0002092			
MONDO:0009289	HP:0002240			
MONDO:0009289	HP:0002884			
MONDO:0009289	HP:0003077			
MONDO:0009289	HP:0003128			
MONDO:0009289	HP:0006280			
MONDO:0009289	HP:0012213			
MONDO:0009289	HP:0012522			
MONDO:0009289	HP:0410175			
MONDO:0009290	HP:0000007			
MONDO:0009290	HP:0000158		HP:0040283	
MONDO:0009290	HP:0000365			
MONDO:0009290	HP:0001252		HP:0040282	
MONDO:0009290	HP:0001284			
MONDO:0009290	HP:0001290			
MONDO:0009290	HP:0001640		HP:0040281	
MONDO:0009290	HP:0001716			
MONDO:0009290	HP:0001744			
MONDO:0009290	HP:0001945			
MONDO:0009290	HP:0002093			
MONDO:0009290	HP:0002094		HP:0040282	
MONDO:0009290	HP:0002205		HP:0040283	
MONDO:0009290	HP:0002240		HP:0040283	
MONDO:0009290	HP:0002747		HP:0040282	
MONDO:0009290	HP:0003236		HP:0040281	
MONDO:0009290	HP:0003701			
MONDO:0009290	HP:0003725			
MONDO:0009290	HP:0004944			
MONDO:0009290	HP:0005165			
MONDO:0009290	HP:0006597			
MONDO:0009290	HP:0011400			
MONDO:0009291	HP:0000007			
MONDO:0009291	HP:0000219			
MONDO:0009291	HP:0000233			
MONDO:0009291	HP:0000272			
MONDO:0009291	HP:0000455			
MONDO:0009291	HP:0000490			
MONDO:0009291	HP:0001324			
MONDO:0009291	HP:0001395			
MONDO:0009291	HP:0001638			
MONDO:0009291	HP:0001714			
MONDO:0009291	HP:0001943		HP:0040281	
MONDO:0009291	HP:0002240			
MONDO:0009291	HP:0002910			
MONDO:0009291	HP:0003077			
MONDO:0009291	HP:0003198		HP:0040282	
MONDO:0009291	HP:0003236			
MONDO:0009291	HP:0003693			
MONDO:0009291	HP:0004322		HP:0040281	
MONDO:0009291	HP:0005280			
MONDO:0009291	HP:0011800			
MONDO:0009292	HP:0000007			
MONDO:0009292	HP:0000969			
MONDO:0009292	HP:0001252		HP:0040281	
MONDO:0009292	HP:0001290			
MONDO:0009292	HP:0001315			
MONDO:0009292	HP:0001324			
MONDO:0009292	HP:0001394			
MONDO:0009292	HP:0001399			
MONDO:0009292	HP:0001409			
MONDO:0009292	HP:0001433			
MONDO:0009292	HP:0001508			
MONDO:0009292	HP:0001541		HP:0040281	
MONDO:0009292	HP:0001558			
MONDO:0009292	HP:0001561			
MONDO:0009292	HP:0001638			
MONDO:0009292	HP:0001789			
MONDO:0009292	HP:0002040			
MONDO:0009292	HP:0002804			
MONDO:0009292	HP:0003202			
MONDO:0009292	HP:0005576			
MONDO:0009293	HP:0000007			
MONDO:0009293	HP:0001324		HP:0040284	
MONDO:0009293	HP:0002913		HP:0040284	
MONDO:0009293	HP:0003236		HP:0040284	
MONDO:0009293	HP:0003621			
MONDO:0009293	HP:0003710			
MONDO:0009293	HP:0003738			
MONDO:0009293	HP:0009045			
MONDO:0009293	HP:0040319			
MONDO:0009294	HP:0000007			
MONDO:0009294	HP:0001943		HP:0040281	
MONDO:0009294	HP:0002240			
MONDO:0009294	HP:0003077			HP:0012825
MONDO:0009294	HP:0006568			
MONDO:0009294	HP:0008897			
MONDO:0009295	HP:0000007			
MONDO:0009295	HP:0000952			
MONDO:0009295	HP:0001081			
MONDO:0009295	HP:0001324		HP:0040282	
MONDO:0009295	HP:0001878			
MONDO:0009295	HP:0001923			
MONDO:0009295	HP:0001997			
MONDO:0009295	HP:0003546			
MONDO:0009295	HP:0003573			
MONDO:0009295	HP:0003710			
MONDO:0009295	HP:0003828			
MONDO:0009295	HP:0008305			
MONDO:0009295	HP:0009051		HP:0040281	
MONDO:0009295	HP:0030271			
MONDO:0009296	HP:0000007			
MONDO:0009296	HP:0001744			
MONDO:0009296	HP:0001997			
MONDO:0009297	HP:0000006			
MONDO:0009297	HP:0000007			
MONDO:0009297	HP:0000103			
MONDO:0009297	HP:0001959			
MONDO:0009297	HP:0002591			
MONDO:0009297	HP:0003076			
MONDO:0009297	HP:0003828			
MONDO:0009297	HP:0010677		HP:0040283	
MONDO:0009298	HP:0000007			
MONDO:0009298	HP:0000252			
MONDO:0009298	HP:0000568			
MONDO:0009298	HP:0000823			
MONDO:0009298	HP:0001156			
MONDO:0009298	HP:0001627			
MONDO:0009298	HP:0006887			
MONDO:0009298	HP:0009466			
MONDO:0009298	HP:0010864			
MONDO:0009298	HP:0030084			
MONDO:0009298	HP:0030680			
MONDO:0024463	HP:0000007			
MONDO:0024463	HP:0000133			
MONDO:0024463	HP:0000786			
MONDO:0024463	HP:0000837			
MONDO:0024463	HP:0000939			
MONDO:0009300	HP:0000007			
MONDO:0009300	HP:0000133			
MONDO:0009300	HP:0000218			
MONDO:0009300	HP:0000407			
MONDO:0009300	HP:0000639			
MONDO:0009300	HP:0000786			
MONDO:0009300	HP:0000837			
MONDO:0009300	HP:0000939			
MONDO:0009300	HP:0001260		HP:0040283	
MONDO:0009300	HP:0001264		HP:0040283	
MONDO:0009300	HP:0001265		HP:0040283	
MONDO:0009300	HP:0001270		HP:0040283	
MONDO:0009300	HP:0001272		HP:0040283	
MONDO:0009300	HP:0001284		HP:0040283	
MONDO:0009300	HP:0001761			
MONDO:0009300	HP:0001762			
MONDO:0009300	HP:0002066			
MONDO:0009300	HP:0002650			
MONDO:0009300	HP:0003812			
MONDO:0009300	HP:0004322			
MONDO:0009300	HP:0007141		HP:0040283	
MONDO:0009300	HP:0007941			
MONDO:0009300	HP:0100543		HP:0040283	
MONDO:0009301	HP:0000007			
MONDO:0009301	HP:0000013		HP:0040282	
MONDO:0009301	HP:0000150		HP:0040282	
MONDO:0009301	HP:0000786			
MONDO:0009301	HP:0001425			
MONDO:0009301	HP:0008668		HP:0040281	
MONDO:0009301	HP:0008697		HP:0040282	
MONDO:0009301	HP:0009714		HP:0040282	
MONDO:0009301	HP:0010464		HP:0040282	
MONDO:0009301	HP:0012245			
MONDO:0009302	HP:0000007			
MONDO:0009302	HP:0000133		HP:0040281	
MONDO:0009302	HP:0000202			
MONDO:0009302	HP:0000204			
MONDO:0009302	HP:0000786			
MONDO:0009302	HP:0001169			
MONDO:0009302	HP:0001256		HP:0040281	
MONDO:0009302	HP:0001627			
MONDO:0009302	HP:0001769			
MONDO:0009302	HP:0001999			
MONDO:0009302	HP:0002000		HP:0040282	
MONDO:0009302	HP:0004322		HP:0040282	
MONDO:0009302	HP:0004467		HP:0040281	
MONDO:0009302	HP:0010884			
MONDO:0009302	HP:0030680			
MONDO:0009303	HP:0000007			
MONDO:0009303	HP:0000083		HP:0040283	
MONDO:0009303	HP:0000093		HP:0040281	
MONDO:0009303	HP:0000099			
MONDO:0009303	HP:0000790		HP:0040282	
MONDO:0009303	HP:0002094			
MONDO:0009303	HP:0002105		HP:0040281	
MONDO:0009303	HP:0002113		HP:0040281	
MONDO:0009303	HP:0002960		HP:0040281	
MONDO:0009303	HP:0040223			
MONDO:0009305	HP:0000007			
MONDO:0009305	HP:0001913			
MONDO:0009305	HP:0001974			
MONDO:0009305	HP:0003819			
MONDO:0009305	HP:0004313			
MONDO:0009306	HP:0000007			
MONDO:0009306	HP:0002205			
MONDO:0009306	HP:0003593			
MONDO:0009306	HP:0004315			
MONDO:0009306	HP:0005387			
MONDO:0009306	HP:0005403			
MONDO:0009306	HP:0010976			
MONDO:0009307	HP:0000007			
MONDO:0009307	HP:0005512			
MONDO:0009307	HP:0007499			
MONDO:0009308	HP:0000007			
MONDO:0009308	HP:0000976			
MONDO:0009308	HP:0001744			
MONDO:0009308	HP:0002240			
MONDO:0009308	HP:0002716			
MONDO:0009308	HP:0002721			
MONDO:0009308	HP:0002723			
MONDO:0009308	HP:0002724			
MONDO:0009308	HP:0002726			
MONDO:0009308	HP:0002740			
MONDO:0009308	HP:0002741			
MONDO:0009308	HP:0002742			
MONDO:0009308	HP:0002754			
MONDO:0009308	HP:0002840			
MONDO:0009308	HP:0002842			
MONDO:0009308	HP:0002955			
MONDO:0009308	HP:0003203			
MONDO:0009308	HP:0003206			
MONDO:0009308	HP:0003514			
MONDO:0009308	HP:0003621			
MONDO:0009308	HP:0005224			
MONDO:0009308	HP:0005406			
MONDO:0009308	HP:0006532			
MONDO:0009308	HP:0007417			
MONDO:0009308	HP:0100523			
MONDO:0009308	HP:0100658			
MONDO:0009309	HP:0000007			
MONDO:0009309	HP:0000976			
MONDO:0009309	HP:0001744			
MONDO:0009309	HP:0002240			
MONDO:0009309	HP:0002716			
MONDO:0009309	HP:0002721			
MONDO:0009309	HP:0002723			
MONDO:0009309	HP:0002724			
MONDO:0009309	HP:0002726			
MONDO:0009309	HP:0002740			
MONDO:0009309	HP:0002741			
MONDO:0009309	HP:0002742			
MONDO:0009309	HP:0002754			
MONDO:0009309	HP:0002840			
MONDO:0009309	HP:0002842			
MONDO:0009309	HP:0002955			
MONDO:0009309	HP:0003203			
MONDO:0009309	HP:0003206			
MONDO:0009309	HP:0003621			
MONDO:0009309	HP:0005224			
MONDO:0009309	HP:0005406			
MONDO:0009309	HP:0006532			
MONDO:0009309	HP:0007417			
MONDO:0009309	HP:0100523			
MONDO:0009309	HP:0100658			
MONDO:0009310	HP:0000007			
MONDO:0009310	HP:0000976			
MONDO:0009310	HP:0001744			
MONDO:0009310	HP:0002240			
MONDO:0009310	HP:0002716			
MONDO:0009310	HP:0002721			
MONDO:0009310	HP:0002723			
MONDO:0009310	HP:0002724			
MONDO:0009310	HP:0002726			
MONDO:0009310	HP:0002740			
MONDO:0009310	HP:0002741			
MONDO:0009310	HP:0002742			
MONDO:0009310	HP:0002754			
MONDO:0009310	HP:0002840			
MONDO:0009310	HP:0002842			
MONDO:0009310	HP:0002955			
MONDO:0009310	HP:0003203			
MONDO:0009310	HP:0003206			
MONDO:0009310	HP:0003621			
MONDO:0009310	HP:0005224			
MONDO:0009310	HP:0005406			
MONDO:0009310	HP:0006532			
MONDO:0009310	HP:0007417			
MONDO:0009310	HP:0100523			
MONDO:0009310	HP:0100658			
MONDO:0009311	HP:0000007			
MONDO:0009311	HP:0007703			
MONDO:0009311	HP:0012508			
MONDO:0009312	HP:0000007			
MONDO:0009312	HP:0000160		HP:0040281	
MONDO:0009312	HP:0000347		HP:0040281	
MONDO:0009312	HP:0000444		HP:0040281	
MONDO:0009312	HP:0000767		HP:0040281	HP:0012825
MONDO:0009312	HP:0000831			
MONDO:0009312	HP:0000963			
MONDO:0009312	HP:0001371		HP:0040281	
MONDO:0009312	HP:0001763		HP:0040281	
MONDO:0009312	HP:0003758		HP:0040281	
MONDO:0009312	HP:0004334			
MONDO:0009312	HP:0007556			
MONDO:0009312	HP:0009125			
MONDO:0009312	HP:0100324			
MONDO:0009313	HP:0000007			
MONDO:0009313	HP:0000687			
MONDO:0009313	HP:0000691			
MONDO:0009313	HP:0000750		HP:0040281	
MONDO:0009313	HP:0000964		HP:0040281	
MONDO:0009313	HP:0001263		HP:0040281	
MONDO:0009313	HP:0001290			
MONDO:0009313	HP:0001338		HP:0040281	
MONDO:0009313	HP:0001511			
MONDO:0009313	HP:0008897			
MONDO:0009314	HP:0000007			
MONDO:0009314	HP:0000496			
MONDO:0009314	HP:0000737			
MONDO:0009314	HP:0001250			
MONDO:0009314	HP:0001254			
MONDO:0009314	HP:0001263			
MONDO:0009314	HP:0001266			
MONDO:0009314	HP:0001332			
MONDO:0009314	HP:0001337			
MONDO:0009314	HP:0001954			
MONDO:0009314	HP:0002015			
MONDO:0009314	HP:0002063			
MONDO:0009314	HP:0002344			
MONDO:0009314	HP:0002487			
MONDO:0009314	HP:0002509			
MONDO:0009314	HP:0003593			
MONDO:0009314	HP:0003781			
MONDO:0009314	HP:0003828			
MONDO:0009314	HP:0004923			
MONDO:0009314	HP:0006829			
MONDO:0009314	HP:0006887			
MONDO:0009315	HP:0000007			
MONDO:0009315	HP:0003645			
MONDO:0009315	HP:0004841			
MONDO:0009315	HP:0005542			
MONDO:0009316	HP:0000007			
MONDO:0009316	HP:0000535		HP:0040281	
MONDO:0009316	HP:0000653		HP:0040281	
MONDO:0009316	HP:0000992		HP:0040281	
MONDO:0009316	HP:0001249		HP:0040281	
MONDO:0009316	HP:0002208		HP:0040281	
MONDO:0009316	HP:0002299		HP:0040281	
MONDO:0021013	HP:0000007			
MONDO:0021013	HP:0000144			
MONDO:0021013	HP:0000252			
MONDO:0021013	HP:0000278		HP:0040283	
MONDO:0021013	HP:0000286		HP:0040283	
MONDO:0021013	HP:0000400			
MONDO:0021013	HP:0000463		HP:0040283	
MONDO:0021013	HP:0000482		HP:0040283	
MONDO:0021013	HP:0000568		HP:0040283	
MONDO:0021013	HP:0000639		HP:0040283	
MONDO:0021013	HP:0000648		HP:0040283	
MONDO:0021013	HP:0000653			
MONDO:0021013	HP:0000685		HP:0040283	
MONDO:0021013	HP:0001097		HP:0040283	
MONDO:0021013	HP:0001249			
MONDO:0021013	HP:0001263			
MONDO:0021013	HP:0001338		HP:0040283	
MONDO:0021013	HP:0001510			
MONDO:0021013	HP:0001598			
MONDO:0021013	HP:0001629		HP:0040283	
MONDO:0021013	HP:0001792			
MONDO:0021013	HP:0002120		HP:0040283	
MONDO:0021013	HP:0002224			
MONDO:0021013	HP:0002299			
MONDO:0021013	HP:0003196		HP:0040283	
MONDO:0021013	HP:0006829		HP:0040283	
MONDO:0021013	HP:0008070			
MONDO:0021013	HP:0009886			
MONDO:0009318	HP:0000028		HP:0040283	
MONDO:0009318	HP:0000160		HP:0040282	
MONDO:0009318	HP:0000218			
MONDO:0009318	HP:0000232			
MONDO:0009318	HP:0000233			
MONDO:0009318	HP:0000242			
MONDO:0009318	HP:0000248		HP:0040281	
MONDO:0009318	HP:0000252		HP:0040283	
MONDO:0009318	HP:0000268			
MONDO:0009318	HP:0000272		HP:0040282	
MONDO:0009318	HP:0000347		HP:0040282	
MONDO:0009318	HP:0000369			
MONDO:0009318	HP:0000426			
MONDO:0009318	HP:0000430		HP:0040282	
MONDO:0009318	HP:0000460			
MONDO:0009318	HP:0000486		HP:0040283	
MONDO:0009318	HP:0000494			
MONDO:0009318	HP:0000518			
MONDO:0009318	HP:0000535		HP:0040282	
MONDO:0009318	HP:0000567			
MONDO:0009318	HP:0000568		HP:0040281	
MONDO:0009318	HP:0000588			
MONDO:0009318	HP:0000592			
MONDO:0009318	HP:0000612			
MONDO:0009318	HP:0000639		HP:0040283	
MONDO:0009318	HP:0000653		HP:0040282	
MONDO:0009318	HP:0000689			
MONDO:0009318	HP:0000695		HP:0040282	
MONDO:0009318	HP:0000752			
MONDO:0009318	HP:0000767			
MONDO:0009318	HP:0000822			
MONDO:0009318	HP:0000883			
MONDO:0009318	HP:0000958			
MONDO:0009318	HP:0001009			
MONDO:0009318	HP:0001155			
MONDO:0009318	HP:0001249		HP:0040284	
MONDO:0009318	HP:0001266			
MONDO:0009318	HP:0001382			
MONDO:0009318	HP:0001518			
MONDO:0009318	HP:0001592			
MONDO:0009318	HP:0002007		HP:0040281	
MONDO:0009318	HP:0002069			
MONDO:0009318	HP:0002092			
MONDO:0009318	HP:0002205			
MONDO:0009318	HP:0002213			
MONDO:0009318	HP:0002414			
MONDO:0009318	HP:0002645			
MONDO:0009318	HP:0002650			
MONDO:0009318	HP:0002691			
MONDO:0009318	HP:0002705		HP:0040282	
MONDO:0009318	HP:0002779		HP:0040283	
MONDO:0009318	HP:0002870			
MONDO:0009318	HP:0003016			
MONDO:0009318	HP:0003100			
MONDO:0009318	HP:0003307			
MONDO:0009318	HP:0003508		HP:0040281	
MONDO:0009318	HP:0003745			
MONDO:0009318	HP:0004334		HP:0040281	
MONDO:0009318	HP:0004782			
MONDO:0009318	HP:0006532			
MONDO:0009318	HP:0006611			
MONDO:0009318	HP:0008070			
MONDO:0009318	HP:0010539			
MONDO:0009318	HP:0011069		HP:0040282	
MONDO:0009318	HP:0030799			
MONDO:0009319	HP:0000007			
MONDO:0009319	HP:0000020			
MONDO:0009319	HP:0000273			
MONDO:0009319	HP:0000546			
MONDO:0009319	HP:0000580			
MONDO:0009319	HP:0000643			
MONDO:0009319	HP:0000648			
MONDO:0009319	HP:0000658			
MONDO:0009319	HP:0000716		HP:0040283	
MONDO:0009319	HP:0000726		HP:0040283	
MONDO:0009319	HP:0000752			
MONDO:0009319	HP:0000953			
