#disease	phenotype	onset	frequency	severity
MONDO:0013238	HP:0001252		HP:0040283	
MONDO:0013238	HP:0001347		HP:0040283	
MONDO:0013238	HP:0001376		HP:0040283	
MONDO:0013238	HP:0001508		HP:0040283	
MONDO:0013238	HP:0001511		HP:0040282	
MONDO:0013238	HP:0001763		HP:0040283	
MONDO:0013238	HP:0001852		HP:0040283	
MONDO:0013238	HP:0002007		HP:0040282	
MONDO:0013238	HP:0002020		HP:0040283	
MONDO:0013238	HP:0002094		HP:0040283	
MONDO:0013238	HP:0002553		HP:0040283	
MONDO:0013238	HP:0002650		HP:0040283	
MONDO:0013238	HP:0002803		HP:0040283	
MONDO:0013238	HP:0003065		HP:0040283	
MONDO:0013238	HP:0003182		HP:0040283	
MONDO:0013238	HP:0003279		HP:0040283	
MONDO:0013238	HP:0004209		HP:0040283	
MONDO:0013238	HP:0004322		HP:0040282	
MONDO:0013238	HP:0005280		HP:0040283	
MONDO:0013238	HP:0005930		HP:0040283	
MONDO:0013238	HP:0007598		HP:0040283	
MONDO:0013238	HP:0011342		HP:0040281	
MONDO:0013238	HP:0011343		HP:0040281	
MONDO:0013238	HP:0011803		HP:0040283	
MONDO:0009724	HP:0000822		HP:0040281	
MONDO:0009724	HP:0002907		HP:0040281	
MONDO:0009724	HP:0004322		HP:0040281	
MONDO:0009724	HP:0100820		HP:0040281	
MONDO:0012740	HP:0000010		HP:0040283	
MONDO:0012740	HP:0000023		HP:0040283	
MONDO:0012740	HP:0000160		HP:0040283	
MONDO:0012740	HP:0000252		HP:0040282	
MONDO:0012740	HP:0000276		HP:0040283	
MONDO:0012740	HP:0000324		HP:0040283	
MONDO:0012740	HP:0000363		HP:0040282	
MONDO:0012740	HP:0000407		HP:0040283	
MONDO:0012740	HP:0000426		HP:0040283	
MONDO:0012740	HP:0000453		HP:0040283	
MONDO:0012740	HP:0000581		HP:0040283	
MONDO:0012740	HP:0000657		HP:0040283	
MONDO:0012740	HP:0000716		HP:0040283	
MONDO:0012740	HP:0000722		HP:0040283	
MONDO:0012740	HP:0001166		HP:0040283	
MONDO:0012740	HP:0001249		HP:0040281	
MONDO:0012740	HP:0001250		HP:0040283	
MONDO:0012740	HP:0001622		HP:0040281	
MONDO:0012740	HP:0001629		HP:0040283	
MONDO:0012740	HP:0001631		HP:0040283	
MONDO:0012740	HP:0001659		HP:0040283	
MONDO:0012740	HP:0001763		HP:0040282	
MONDO:0012740	HP:0001770		HP:0040283	
MONDO:0012740	HP:0001802		HP:0040282	
MONDO:0012740	HP:0001817		HP:0040282	
MONDO:0012740	HP:0001852		HP:0040283	
MONDO:0012740	HP:0002021		HP:0040283	
MONDO:0012740	HP:0002205		HP:0040283	
MONDO:0012740	HP:0002463		HP:0040281	
MONDO:0012740	HP:0002607		HP:0040283	
MONDO:0012740	HP:0002664		HP:0040282	
MONDO:0012740	HP:0002673		HP:0040283	
MONDO:0012740	HP:0002705		HP:0040283	
MONDO:0012740	HP:0002721		HP:0040283	
MONDO:0012740	HP:0003307		HP:0040283	
MONDO:0012740	HP:0004209		HP:0040282	
MONDO:0012740	HP:0004279		HP:0040283	
MONDO:0012740	HP:0004942		HP:0040283	
MONDO:0012740	HP:0005692		HP:0040283	
MONDO:0012740	HP:0006487		HP:0040283	
MONDO:0012740	HP:0007018		HP:0040283	
MONDO:0012740	HP:0009465		HP:0040283	
MONDO:0012740	HP:0009795		HP:0040283	
MONDO:0012740	HP:0009882		HP:0040283	
MONDO:0012740	HP:0010296		HP:0040283	
MONDO:0012740	HP:0100033		HP:0040283	
MONDO:0012740	HP:0100490		HP:0040283	
MONDO:0012916	HP:0000003		HP:0040283	
MONDO:0012916	HP:0000023		HP:0040283	
MONDO:0012916	HP:0000098		HP:0040283	
MONDO:0012916	HP:0000160		HP:0040281	
MONDO:0012916	HP:0000319		HP:0040281	
MONDO:0012916	HP:0000340		HP:0040282	
MONDO:0012916	HP:0000348		HP:0040283	
MONDO:0012916	HP:0000365		HP:0040283	
MONDO:0012916	HP:0000411		HP:0040282	
MONDO:0012916	HP:0000426		HP:0040281	
MONDO:0012916	HP:0000505		HP:0040282	
MONDO:0012916	HP:0000527		HP:0040282	
MONDO:0012916	HP:0000535		HP:0040283	
MONDO:0012916	HP:0000648		HP:0040281	
MONDO:0012916	HP:0000717		HP:0040282	
MONDO:0012916	HP:0000750		HP:0040281	
MONDO:0012916	HP:0000771		HP:0040283	
MONDO:0012916	HP:0001182		HP:0040282	
MONDO:0012916	HP:0001260		HP:0040283	
MONDO:0012916	HP:0001288		HP:0040283	
MONDO:0012916	HP:0001321		HP:0040283	
MONDO:0012916	HP:0001508		HP:0040282	
MONDO:0012916	HP:0001511		HP:0040282	
MONDO:0012916	HP:0001561		HP:0040283	
MONDO:0012916	HP:0001653		HP:0040283	
MONDO:0012916	HP:0001659		HP:0040283	
MONDO:0012916	HP:0001763		HP:0040283	
MONDO:0012916	HP:0001852		HP:0040283	
MONDO:0012916	HP:0001863		HP:0040283	
MONDO:0012916	HP:0002015		HP:0040283	
MONDO:0012916	HP:0002061		HP:0040282	
MONDO:0012916	HP:0002205		HP:0040282	
MONDO:0012916	HP:0002213		HP:0040283	
MONDO:0012916	HP:0002342		HP:0040281	
MONDO:0012916	HP:0002353		HP:0040283	
MONDO:0012916	HP:0002558		HP:0040283	
MONDO:0012916	HP:0002650		HP:0040283	
MONDO:0012916	HP:0002808		HP:0040283	
MONDO:0012916	HP:0002999		HP:0040283	
MONDO:0012916	HP:0005487		HP:0040283	
MONDO:0012916	HP:0007598		HP:0040283	
MONDO:0012916	HP:0010628		HP:0040283	
MONDO:0012916	HP:0011968		HP:0040283	
MONDO:0012916	HP:0100490		HP:0040282	
MONDO:0012916	HP:0100625		HP:0040283	
MONDO:0008061	HP:0000112		HP:0040283	
MONDO:0008061	HP:0000365		HP:0040283	
MONDO:0008061	HP:0000822		HP:0040283	
MONDO:0008061	HP:0001231		HP:0040281	
MONDO:0008061	HP:0001386		HP:0040282	
MONDO:0008061	HP:0001387		HP:0040281	
MONDO:0008061	HP:0001800		HP:0040281	
MONDO:0008061	HP:0002633		HP:0040283	
MONDO:0008061	HP:0002652		HP:0040281	
MONDO:0008061	HP:0002758		HP:0040282	
MONDO:0008061	HP:0002967		HP:0040281	
MONDO:0008061	HP:0005692		HP:0040281	
MONDO:0008061	HP:0006498		HP:0040281	
MONDO:0008061	HP:0100777		HP:0040281	
MONDO:0008061	HP:0100820		HP:0040283	
MONDO:0010399	HP:0000044		HP:0040281	
MONDO:0010399	HP:0000232		HP:0040282	
MONDO:0010399	HP:0000316		HP:0040282	
MONDO:0010399	HP:0000403		HP:0040283	
MONDO:0010399	HP:0000540		HP:0040283	
MONDO:0010399	HP:0000565		HP:0040282	
MONDO:0010399	HP:0000939		HP:0040281	
MONDO:0010399	HP:0001249		HP:0040281	
MONDO:0010399	HP:0001250		HP:0040283	
MONDO:0010399	HP:0001257		HP:0040281	
MONDO:0010399	HP:0001259		HP:0040283	
MONDO:0010399	HP:0001263		HP:0040281	
MONDO:0010399	HP:0001274		HP:0040283	
MONDO:0010399	HP:0001289		HP:0040282	
MONDO:0010399	HP:0001319		HP:0040281	
MONDO:0010399	HP:0001388		HP:0040283	
MONDO:0010399	HP:0001510		HP:0040281	
MONDO:0010399	HP:0001993		HP:0040281	
MONDO:0010399	HP:0002017		HP:0040281	
MONDO:0010399	HP:0002155		HP:0040281	
MONDO:0010399	HP:0003198		HP:0040281	
MONDO:0010399	HP:0003199		HP:0040282	
MONDO:0010399	HP:0003236		HP:0040281	
MONDO:0010399	HP:0003738		HP:0040283	
MONDO:0010399	HP:0003750		HP:0040283	
MONDO:0010399	HP:0005949		HP:0040283	
MONDO:0010399	HP:0008207		HP:0040281	
MONDO:0010399	HP:0008981		HP:0040282	
MONDO:0010399	HP:0040019		HP:0040282	
MONDO:0010467	HP:0001252		HP:0040282	
MONDO:0010467	HP:0001508		HP:0040281	
MONDO:0010467	HP:0001620		HP:0040281	
MONDO:0010467	HP:0001956		HP:0040282	
MONDO:0010467	HP:0002750		HP:0040282	
MONDO:0010467	HP:0008209		HP:0040283	
MONDO:0007477	HP:0000047		HP:0040283	
MONDO:0007477	HP:0000144		HP:0040283	
MONDO:0007477	HP:0000232		HP:0040281	
MONDO:0007477	HP:0000268		HP:0040282	
MONDO:0007477	HP:0000307		HP:0040282	
MONDO:0007477	HP:0000325		HP:0040281	
MONDO:0007477	HP:0000337		HP:0040281	
MONDO:0007477	HP:0000343		HP:0040282	
MONDO:0007477	HP:0000411		HP:0040282	
MONDO:0007477	HP:0000414		HP:0040281	
MONDO:0007477	HP:0000463		HP:0040281	
MONDO:0007477	HP:0000470		HP:0040281	
MONDO:0007477	HP:0000574		HP:0040281	
MONDO:0007477	HP:0000682		HP:0040282	
MONDO:0007477	HP:0000684		HP:0040282	
MONDO:0007477	HP:0000883		HP:0040282	
MONDO:0007477	HP:0000888		HP:0040282	
MONDO:0007477	HP:0000944		HP:0040281	
MONDO:0007477	HP:0001374		HP:0040283	
MONDO:0007477	HP:0001511		HP:0040281	
MONDO:0007477	HP:0001838		HP:0040281	
MONDO:0007477	HP:0002007		HP:0040281	
MONDO:0007477	HP:0002650		HP:0040283	
MONDO:0007477	HP:0002750		HP:0040281	
MONDO:0007477	HP:0002808		HP:0040283	
MONDO:0007477	HP:0002983		HP:0040282	
MONDO:0007477	HP:0003022		HP:0040282	
MONDO:0007477	HP:0003100		HP:0040281	
MONDO:0007477	HP:0003173		HP:0040281	
MONDO:0007477	HP:0003175		HP:0040281	
MONDO:0007477	HP:0003307		HP:0040282	
MONDO:0007477	HP:0003691		HP:0040281	
MONDO:0007477	HP:0004209		HP:0040283	
MONDO:0007477	HP:0004322		HP:0040281	
MONDO:0007477	HP:0005692		HP:0040282	
MONDO:0007477	HP:0008839		HP:0040281	
MONDO:0007477	HP:0009811		HP:0040282	
MONDO:0007477	HP:0010306		HP:0040282	
MONDO:0007477	HP:0011800		HP:0040281	
MONDO:0007477	HP:0100625		HP:0040282	
MONDO:0007477	HP:0100659		HP:0040283	
MONDO:0008870	HP:0000174		HP:0040281	
MONDO:0008870	HP:0000252		HP:0040281	
MONDO:0008870	HP:0000347		HP:0040281	
MONDO:0008870	HP:0000368		HP:0040281	
MONDO:0008870	HP:0000670		HP:0040281	
MONDO:0008870	HP:0000958		HP:0040281	
MONDO:0008870	HP:0000975		HP:0040281	
MONDO:0008870	HP:0001276		HP:0040281	
MONDO:0008870	HP:0001347		HP:0040281	
MONDO:0008870	HP:0002162		HP:0040281	
MONDO:0008870	HP:0002353		HP:0040281	
MONDO:0008870	HP:0002650		HP:0040281	
MONDO:0008870	HP:0002808		HP:0040281	
MONDO:0008870	HP:0003422		HP:0040281	
MONDO:0008870	HP:0004349		HP:0040281	
MONDO:0008870	HP:0004399		HP:0040281	
MONDO:0008870	HP:0006610		HP:0040281	
MONDO:0008870	HP:0007477		HP:0040281	
MONDO:0008870	HP:0009721		HP:0040281	
MONDO:0008870	HP:0010807		HP:0040281	
MONDO:0008870	HP:0100578		HP:0040281	
MONDO:0013232	HP:0000938		HP:0040281	
MONDO:0013232	HP:0000944		HP:0040281	
MONDO:0013232	HP:0001156		HP:0040281	
MONDO:0013232	HP:0001369		HP:0040281	
MONDO:0013232	HP:0002815		HP:0040281	
MONDO:0013232	HP:0003019		HP:0040282	
MONDO:0013232	HP:0003272		HP:0040281	
MONDO:0013232	HP:0003312		HP:0040281	
MONDO:0013232	HP:0004322		HP:0040281	
MONDO:0013232	HP:0005930		HP:0040281	
MONDO:0013232	HP:0009811		HP:0040282	
MONDO:0009589	HP:0000233		HP:0040282	
MONDO:0009589	HP:0000368		HP:0040282	
MONDO:0009589	HP:0000396		HP:0040282	
MONDO:0009589	HP:0000944		HP:0040282	
MONDO:0009589	HP:0002089		HP:0040282	
MONDO:0009589	HP:0002101		HP:0040282	
MONDO:0009589	HP:0003027		HP:0040281	
MONDO:0009589	HP:0003042		HP:0040281	
MONDO:0009589	HP:0003272		HP:0040281	
MONDO:0009589	HP:0003422		HP:0040282	
MONDO:0009589	HP:0005916		HP:0040282	
MONDO:0009589	HP:0005930		HP:0040282	
MONDO:0009589	HP:0006487		HP:0040281	
MONDO:0009589	HP:0010781		HP:0040281	
MONDO:0009588	HP:0000218		HP:0040281	
MONDO:0009588	HP:0001191		HP:0040281	
MONDO:0009588	HP:0002983		HP:0040281	
MONDO:0009588	HP:0002997		HP:0040281	
MONDO:0009588	HP:0003510		HP:0040281	
MONDO:0009588	HP:0005026		HP:0040281	
MONDO:0009588	HP:0005930		HP:0040281	
MONDO:0009588	HP:0006487		HP:0040281	
MONDO:0009588	HP:0006492		HP:0040281	
MONDO:0009588	HP:0009465		HP:0040281	
MONDO:0013291	HP:0001638		HP:0040282	
MONDO:0013291	HP:0001663		HP:0040282	
MONDO:0013291	HP:0001714		HP:0040282	
MONDO:0013291	HP:0001962		HP:0040282	
MONDO:0013291	HP:0002321		HP:0040282	
MONDO:0013291	HP:0002875		HP:0040282	
MONDO:0013291	HP:0003199		HP:0040282	
MONDO:0013291	HP:0003458		HP:0040282	
MONDO:0013291	HP:0003484		HP:0040282	
MONDO:0013291	HP:0003547		HP:0040282	
MONDO:0013291	HP:0003722		HP:0040282	
MONDO:0013291	HP:0004756		HP:0040282	
MONDO:0013291	HP:0005144		HP:0040282	
MONDO:0013291	HP:0009023		HP:0040282	
MONDO:0013291	HP:0009027		HP:0040282	
MONDO:0013291	HP:0010872		HP:0040282	
MONDO:0013291	HP:0012251		HP:0040282	
MONDO:0013291	HP:0012270		HP:0040282	
MONDO:0013291	HP:0031319		HP:0040282	
MONDO:0013291	HP:0040014		HP:0040282	
MONDO:0008098	HP:0000248		HP:0040283	
MONDO:0008098	HP:0000268		HP:0040283	
MONDO:0008098	HP:0000486		HP:0040283	
MONDO:0008098	HP:0000960		HP:0040283	
MONDO:0008098	HP:0001249		HP:0040283	
MONDO:0008098	HP:0001376		HP:0040281	
MONDO:0008098	HP:0002650		HP:0040283	
MONDO:0008098	HP:0002970		HP:0040283	
MONDO:0008098	HP:0002983		HP:0040281	
MONDO:0008098	HP:0002991		HP:0040281	
MONDO:0008098	HP:0002992		HP:0040281	
MONDO:0008098	HP:0003019		HP:0040283	
MONDO:0008098	HP:0003042		HP:0040281	
MONDO:0008098	HP:0004209		HP:0040283	
MONDO:0008098	HP:0006101		HP:0040283	
MONDO:0008098	HP:0006501		HP:0040281	
MONDO:0008098	HP:0007598		HP:0040283	
MONDO:0008098	HP:0100490		HP:0040281	
MONDO:0008098	HP:0100729		HP:0040283	
MONDO:0008618	HP:0000486		HP:0040283	
MONDO:0008618	HP:0000545		HP:0040283	
MONDO:0008618	HP:0002983		HP:0040281	
MONDO:0008618	HP:0002992		HP:0040281	
MONDO:0008618	HP:0003048		HP:0040281	
MONDO:0008618	HP:0003498		HP:0040281	
MONDO:0008618	HP:0005048		HP:0040282	
MONDO:0008618	HP:0009465		HP:0040281	
MONDO:0008618	HP:0010781		HP:0040281	
MONDO:0012381	HP:0000855		HP:0040283	
MONDO:0012381	HP:0001250		HP:0040282	
MONDO:0012381	HP:0001259		HP:0040283	
MONDO:0012381	HP:0001988		HP:0040281	
MONDO:0012381	HP:0012378		HP:0040282	
MONDO:0012381	HP:0030794		HP:0040281	
MONDO:0007738	HP:0001270		HP:0040282	
MONDO:0007738	HP:0001371		HP:0040281	
MONDO:0007738	HP:0003037		HP:0040281	
MONDO:0007738	HP:0003312		HP:0040281	
MONDO:0007738	HP:0003521		HP:0040281	
MONDO:0007738	HP:0010582		HP:0040281	
MONDO:0007738	HP:0030680		HP:0040282	
MONDO:0007738	HP:0045075		HP:0040281	
MONDO:0013049	HP:0001315		HP:0040282	
MONDO:0013049	HP:0001763		HP:0040282	
MONDO:0013049	HP:0002187		HP:0040282	
MONDO:0013049	HP:0002401		HP:0040282	
MONDO:0013049	HP:0003487		HP:0040282	
MONDO:0013049	HP:0003560		HP:0040282	
MONDO:0013049	HP:0003749		HP:0040282	
MONDO:0013049	HP:0008331		HP:0040282	
MONDO:0013049	HP:0008981		HP:0040282	
MONDO:0013049	HP:0012363		HP:0040281	
MONDO:0013049	HP:0100749		HP:0040282	
MONDO:0007986	HP:0000175		HP:0040283	
MONDO:0007986	HP:0000238		HP:0040283	
MONDO:0007986	HP:0000348		HP:0040281	
MONDO:0007986	HP:0000368		HP:0040283	
MONDO:0007986	HP:0000518		HP:0040283	
MONDO:0007986	HP:0000772		HP:0040281	
MONDO:0007986	HP:0000944		HP:0040281	
MONDO:0007986	HP:0001387		HP:0040281	
MONDO:0007986	HP:0002652		HP:0040281	
MONDO:0007986	HP:0002983		HP:0040281	
MONDO:0007986	HP:0003103		HP:0040281	
MONDO:0007986	HP:0003312		HP:0040281	
MONDO:0007986	HP:0004209		HP:0040283	
MONDO:0007986	HP:0005108		HP:0040281	
MONDO:0007986	HP:0005280		HP:0040281	
MONDO:0007986	HP:0006703		HP:0040283	
MONDO:0007986	HP:0008434		HP:0040281	
MONDO:0007986	HP:0100490		HP:0040283	
MONDO:0007986	HP:0100670		HP:0040281	
MONDO:0007986	HP:0100818		HP:0040281	
MONDO:0013281	HP:0000340		HP:0040282	
MONDO:0013281	HP:0001263		HP:0040282	
MONDO:0013281	HP:0001347		HP:0040282	
MONDO:0013281	HP:0001433		HP:0040282	
MONDO:0013281	HP:0001510		HP:0040282	
MONDO:0013281	HP:0001531		HP:0040282	
MONDO:0013281	HP:0001873		HP:0040282	
MONDO:0013281	HP:0002254		HP:0040282	
MONDO:0013281	HP:0002509		HP:0040282	
MONDO:0013281	HP:0002788		HP:0040282	
MONDO:0013281	HP:0003124		HP:0040282	
MONDO:0013281	HP:0003256		HP:0040282	
MONDO:0013281	HP:0006583		HP:0040283	
MONDO:0013281	HP:0006892		HP:0040282	
MONDO:0013281	HP:0008935		HP:0040282	
MONDO:0013281	HP:0011172		HP:0040282	
MONDO:0013281	HP:0012301		HP:0040282	
MONDO:0013281	HP:0012358		HP:0040281	
MONDO:0013281	HP:0040187		HP:0040283	
MONDO:0012345	HP:0000953		HP:0040283	
MONDO:0012345	HP:0000964		HP:0040282	
MONDO:0012345	HP:0007605		HP:0040283	
MONDO:0012345	HP:0008064		HP:0040282	
MONDO:0012345	HP:0008499		HP:0040282	
MONDO:0012345	HP:0012393		HP:0040282	
MONDO:0012345	HP:0012733		HP:0040283	
MONDO:0012345	HP:0200034		HP:0040283	
MONDO:0012345	HP:0200041		HP:0040283	
MONDO:0008872	HP:0000055		HP:0040282	
MONDO:0008872	HP:0000293		HP:0040282	
MONDO:0008872	HP:0000369		HP:0040282	
MONDO:0008872	HP:0000407		HP:0040282	
MONDO:0008872	HP:0000430		HP:0040282	
MONDO:0008872	HP:0000431		HP:0040282	
MONDO:0008872	HP:0000494		HP:0040283	
MONDO:0008872	HP:0000944		HP:0040281	
MONDO:0008872	HP:0000958		HP:0040282	
MONDO:0008872	HP:0001053		HP:0040282	
MONDO:0008872	HP:0001250		HP:0040283	
MONDO:0008872	HP:0001297		HP:0040283	
MONDO:0008872	HP:0001601		HP:0040283	
MONDO:0008872	HP:0001611		HP:0040281	
MONDO:0008872	HP:0001631		HP:0040283	
MONDO:0008872	HP:0001643		HP:0040283	
MONDO:0008872	HP:0001903		HP:0040283	
MONDO:0008872	HP:0002079		HP:0040283	
MONDO:0008872	HP:0002119		HP:0040283	
MONDO:0008872	HP:0002205		HP:0040283	
MONDO:0008872	HP:0002213		HP:0040281	
MONDO:0008872	HP:0002617		HP:0040283	
MONDO:0008872	HP:0002650		HP:0040282	
MONDO:0008872	HP:0002777		HP:0040283	
MONDO:0008872	HP:0002983		HP:0040281	
MONDO:0008872	HP:0005692		HP:0040282	
MONDO:0008872	HP:0005930		HP:0040281	
MONDO:0008872	HP:0007018		HP:0040283	
MONDO:0008872	HP:0007565		HP:0040282	
MONDO:0008872	HP:0009804		HP:0040281	
MONDO:0008872	HP:0009906		HP:0040281	
MONDO:0008872	HP:0045025		HP:0040283	
MONDO:0008872	HP:0100545		HP:0040283	
MONDO:0008872	HP:0100840		HP:0040282	
MONDO:0009231	HP:0000446		HP:0040281	
MONDO:0009231	HP:0001172		HP:0040281	
MONDO:0009231	HP:0001376		HP:0040281	
MONDO:0009231	HP:0002818		HP:0040281	
MONDO:0009231	HP:0002983		HP:0040281	
MONDO:0009231	HP:0002992		HP:0040281	
MONDO:0009231	HP:0002997		HP:0040281	
MONDO:0009231	HP:0003272		HP:0040281	
MONDO:0009231	HP:0004322		HP:0040281	
MONDO:0009231	HP:0005048		HP:0040281	
MONDO:0009231	HP:0005930		HP:0040281	
MONDO:0009231	HP:0006492		HP:0040281	
MONDO:0009231	HP:0007598		HP:0040281	
MONDO:0009231	HP:0008368		HP:0040281	
MONDO:0008033	HP:0000431		HP:0040284	
MONDO:0008033	HP:0001250		HP:0040283	
MONDO:0008033	HP:0001279		HP:0040282	
MONDO:0008033	HP:0001290		HP:0040283	
MONDO:0008033	HP:0001319		HP:0040283	
MONDO:0008033	HP:0001771		HP:0040283	
MONDO:0008033	HP:0002093		HP:0040284	
MONDO:0008033	HP:0002515		HP:0040283	
MONDO:0008033	HP:0002987		HP:0040283	
MONDO:0008033	HP:0003797		HP:0040282	
MONDO:0008033	HP:0005110		HP:0040282	
MONDO:0008033	HP:0008997		HP:0040282	
MONDO:0008033	HP:0009046		HP:0040282	
MONDO:0008033	HP:0009125		HP:0040284	
MONDO:0008033	HP:0011800		HP:0040284	
MONDO:0008033	HP:0011968		HP:0040283	
MONDO:0008033	HP:0030200		HP:0040281	
MONDO:0012324	HP:0000028		HP:0040281	
MONDO:0012324	HP:0000046		HP:0040281	
MONDO:0012324	HP:0000089		HP:0040283	
MONDO:0012324	HP:0000248		HP:0040282	
MONDO:0012324	HP:0000272		HP:0040282	
MONDO:0012324	HP:0000286		HP:0040281	
MONDO:0012324	HP:0000348		HP:0040281	
MONDO:0012324	HP:0000365		HP:0040283	
MONDO:0012324	HP:0000384		HP:0040281	
MONDO:0012324	HP:0000413		HP:0040281	
MONDO:0012324	HP:0000430		HP:0040282	
MONDO:0012324	HP:0000528		HP:0040281	
MONDO:0012324	HP:0000835		HP:0040283	
MONDO:0012324	HP:0000873		HP:0040282	
MONDO:0012324	HP:0001252		HP:0040281	
MONDO:0012324	HP:0001274		HP:0040282	
MONDO:0012324	HP:0001558		HP:0040283	
MONDO:0012324	HP:0001770		HP:0040283	
MONDO:0012324	HP:0001773		HP:0040283	
MONDO:0012324	HP:0002119		HP:0040282	
MONDO:0012324	HP:0002714		HP:0040281	
MONDO:0012324	HP:0002750		HP:0040283	
MONDO:0012324	HP:0004209		HP:0040283	
MONDO:0012324	HP:0004279		HP:0040283	
MONDO:0012324	HP:0006101		HP:0040283	
MONDO:0012324	HP:0007598		HP:0040283	
MONDO:0012324	HP:0010044		HP:0040283	
MONDO:0012324	HP:0010047		HP:0040283	
MONDO:0012324	HP:0010627		HP:0040282	
MONDO:0012324	HP:0012521		HP:0040281	
MONDO:0009616	HP:0000772		HP:0040282	
MONDO:0009616	HP:0001156		HP:0040281	
MONDO:0009616	HP:0001252		HP:0040282	
MONDO:0009616	HP:0002119		HP:0040282	
MONDO:0009616	HP:0002714		HP:0040282	
MONDO:0009616	HP:0005930		HP:0040281	
MONDO:0008150	HP:0000347		HP:0040282	
MONDO:0008150	HP:0000411		HP:0040282	
MONDO:0008150	HP:0000453		HP:0040283	
MONDO:0008150	HP:0000889		HP:0040282	
MONDO:0008150	HP:0001156		HP:0040283	
MONDO:0008150	HP:0001249		HP:0040283	
MONDO:0008150	HP:0001531		HP:0040282	
MONDO:0008150	HP:0002650		HP:0040283	
MONDO:0008150	HP:0002750		HP:0040282	
MONDO:0008150	HP:0003312		HP:0040281	
MONDO:0008150	HP:0003510		HP:0040281	
MONDO:0008150	HP:0006283		HP:0040281	
MONDO:0008150	HP:0009804		HP:0040281	
MONDO:0008150	HP:0011849		HP:0040283	
MONDO:0007892	HP:0000039		HP:0040282	
MONDO:0007892	HP:0000135		HP:0040283	
MONDO:0007892	HP:0000154		HP:0040282	
MONDO:0007892	HP:0000176		HP:0040283	
MONDO:0007892	HP:0000193		HP:0040283	
MONDO:0007892	HP:0000238		HP:0040283	
MONDO:0007892	HP:0000256		HP:0040281	
MONDO:0007892	HP:0000303		HP:0040281	
MONDO:0007892	HP:0000614		HP:0040282	
MONDO:0007892	HP:0000682		HP:0040281	
MONDO:0007892	HP:0000944		HP:0040281	
MONDO:0007892	HP:0001156		HP:0040281	
MONDO:0007892	HP:0001163		HP:0040282	
MONDO:0007892	HP:0001263		HP:0040281	
MONDO:0007892	HP:0001328		HP:0040281	
MONDO:0007892	HP:0001331		HP:0040283	
MONDO:0007892	HP:0001582		HP:0040281	
MONDO:0007892	HP:0001804		HP:0040283	
MONDO:0007892	HP:0001812		HP:0040283	
MONDO:0007892	HP:0002650		HP:0040283	
MONDO:0007892	HP:0002684		HP:0040281	
MONDO:0007892	HP:0002705		HP:0040283	
MONDO:0007892	HP:0002808		HP:0040283	
MONDO:0007892	HP:0003070		HP:0040282	
MONDO:0007892	HP:0003103		HP:0040281	
MONDO:0007892	HP:0003241		HP:0040283	
MONDO:0007892	HP:0003510		HP:0040281	
MONDO:0007892	HP:0004279		HP:0040281	
MONDO:0007892	HP:0005465		HP:0040281	
MONDO:0007892	HP:0005692		HP:0040281	
MONDO:0007892	HP:0006101		HP:0040281	
MONDO:0007892	HP:0006660		HP:0040281	
MONDO:0007892	HP:0007495		HP:0040281	
MONDO:0007892	HP:0008065		HP:0040281	
MONDO:0007892	HP:0009773		HP:0040281	
MONDO:0007892	HP:0010628		HP:0040282	
MONDO:0007892	HP:0011002		HP:0040281	
MONDO:0007892	HP:0012471		HP:0040282	
MONDO:0007892	HP:0100541		HP:0040282	
MONDO:0008032	HP:0000297		HP:0040283	
MONDO:0008032	HP:0002015		HP:0040283	
MONDO:0008032	HP:0002460		HP:0040282	
MONDO:0008032	HP:0002540		HP:0040282	
MONDO:0008032	HP:0002792		HP:0040283	
MONDO:0008032	HP:0002878		HP:0040283	
MONDO:0008032	HP:0003551		HP:0040282	
MONDO:0008032	HP:0003557		HP:0040282	
MONDO:0008032	HP:0003698		HP:0040282	
MONDO:0008032	HP:0003701		HP:0040281	
MONDO:0008032	HP:0003736		HP:0040282	
MONDO:0008032	HP:0005085		HP:0040282	
MONDO:0008032	HP:0006376		HP:0040282	
MONDO:0008032	HP:0009027		HP:0040282	
MONDO:0008032	HP:0012496		HP:0040283	
MONDO:0008032	HP:0012515		HP:0040282	
MONDO:0008032	HP:0012548		HP:0040282	
MONDO:0008032	HP:0100297		HP:0040282	
MONDO:0009720	HP:0000256		HP:0040282	
MONDO:0009720	HP:0000327		HP:0040282	
MONDO:0009720	HP:0000337		HP:0040281	
MONDO:0009720	HP:0000426		HP:0040281	
MONDO:0009720	HP:0000508		HP:0040282	
MONDO:0009720	HP:0000708		HP:0040283	
MONDO:0009720	HP:0004209		HP:0040282	
MONDO:0009720	HP:0009882		HP:0040281	
MONDO:0009720	HP:0010059		HP:0040281	
MONDO:0009720	HP:0010109		HP:0040281	
MONDO:0009720	HP:0010185		HP:0040281	
MONDO:0009720	HP:0010624		HP:0040282	
MONDO:0009720	HP:0010804		HP:0040282	
MONDO:0009720	HP:0030680		HP:0040282	
MONDO:0009720	HP:0100543		HP:0040283	
MONDO:0009721	HP:0000407		HP:0040281	
MONDO:0009721	HP:0004322		HP:0040281	
MONDO:0009721	HP:0011675		HP:0040281	
MONDO:0009729	HP:0000093		HP:0040282	
MONDO:0009729	HP:0001903		HP:0040283	
MONDO:0009729	HP:0003072		HP:0040282	
MONDO:0009729	HP:0012062		HP:0040282	
